CODIGO ESTACION,ESTACION,ANO,MES,DIA,HORA,PM10,PM2.5,SO2,NO2,O3,CO
112192,ATE,2016,10,24,13,113.88,41.9,14.2,41.3,36.2,748.3
112192,ATE,2016,10,24,14,101.94,40.5,14.7,36.7,39.4,672.8
112192,ATE,2016,10,24,15,107.32,25.7,13.9,29.5,34.5,584
112192,ATE,2016,10,24,16,111.13,34.6,15.7,31.1,19.9,720.8
112192,ATE,2016,10,24,17,120.94,45.2,24.6,43.5,5.5,992.4
112192,ATE,2016,10,24,18,146.53,63,33,47.4,2.3,1243.7
112192,ATE,2016,10,24,19,136.77,77.4,42.8,40.3,2.3,1267.9
112192,ATE,2016,10,24,20,96.03,75.9,17.4,4.6,17.1,340.1
112192,ATE,2016,10,25,16,84.27,77.6,15.2,26.9,13.9,675.3
112192,ATE,2016,10,25,17,84.23,68,15.1,27.8,5.9,732.9
112192,ATE,2016,10,25,18,96.96,58.4,16,32.5,1.6,907.6
112192,ATE,2016,10,25,19,109.89,41.3,15.7,31.1,1.4,1106.3
112192,ATE,2016,10,25,20,127.89,35.2,16.6,33.3,1.5,1223
112192,ATE,2016,10,25,21,154.09,41.9,16.8,29.3,1.7,1397
112192,ATE,2016,10,25,22,135.14,45.2,16.6,23,1.3,1267.3
112192,ATE,2016,10,25,23,141.36,42.7,18.2,25.7,1.4,1403.8
112192,ATE,2016,10,26,0,122.9,39.7,15.1,24.5,1.2,1181
112192,ATE,2016,10,26,1,122.18,37.3,21.7,23.3,1.3,1109.5
112192,ATE,2016,10,26,2,152.09,49.1,31.1,27.2,1.3,1036.7
112192,ATE,2016,10,26,3,139.8,62.6,24.3,25.8,1.2,900.4
112192,ATE,2016,10,26,4,149.94,53.6,18.9,25.3,1.4,910
112192,ATE,2016,10,26,5,189.87,72.6,23.4,30.2,1.4,1028.1
112192,ATE,2016,10,26,6,238.87,101.3,44.6,38.9,2.3,1348.1
112192,ATE,2016,10,26,7,194.69,104.2,40.7,36.7,2.4,1371.4
112192,ATE,2016,10,26,8,135.77,65.7,18.2,30.4,2.3,1147.9
112192,ATE,2016,10,26,9,137.49,47.9,18,37.3,2.6,1305.5
112192,ATE,2016,10,26,10,122.29,45,15.5,35.7,4.9,1039.8
112192,ATE,2016,10,26,11,117.66,36.7,14.2,35.7,10.9,858.7
112192,ATE,2016,10,26,12,136.61,37.7,16.7,52.2,21.4,967.5
112192,ATE,2016,10,26,13,133.29,17,16.8,53.9,44.6,959.4
112192,ATE,2016,10,26,14,118.8,10.7,15.1,61,51.7,980
112192,ATE,2016,10,26,15,113.35,7.6,15.7,59.3,50,923.1
112192,ATE,2016,10,26,16,104.21,6,16.5,59.6,29.6,962.2
112192,ATE,2016,10,26,17,98.7,4.4,16,60.6,13.4,946.2
112192,ATE,2016,10,26,18,103.81,19.3,16.3,53,2.6,1160.6
112192,ATE,2016,10,26,19,129.48,17.3,18.1,47,1.7,1614.8
112192,ATE,2016,10,26,20,136.16,26.9,18.3,48.1,1.4,1502.5
112192,ATE,2016,10,26,21,155.76,29.9,21.6,48.2,1.4,1689
112192,ATE,2016,10,26,22,140.58,28.5,21.7,37.9,1.2,1470.5
112192,ATE,2016,10,26,23,143.08,29.3,19,38.1,1.4,1257.5
112192,ATE,2016,10,27,0,145.52,45.1,16,39.1,1.2,1043.6
112192,ATE,2016,10,27,1,149.46,42.2,14.9,36.2,1,840.1
112192,ATE,2016,10,27,2,161.71,31.6,19.9,38.6,1.1,909.9
112192,ATE,2016,10,27,3,144.7,42.9,23.7,30.9,1,732.9
112192,ATE,2016,10,27,4,103.84,34.6,19.3,23.8,1,599.5
112192,ATE,2016,10,27,5,129.84,30.8,48,36.3,1.9,971.4
112192,ATE,2016,10,27,6,72.88,31.4,25.5,30.8,1.5,852.7
112192,ATE,2016,10,27,7,53.85,18.3,18,26.3,3.1,801
112192,ATE,2016,10,27,8,77.88,12,20.4,33.9,3.1,1206.3
112192,ATE,2016,10,27,9,88.76,13.7,18.2,38.4,5,1130.1
112192,ATE,2016,10,27,10,91.49,17.5,16.2,42.3,7.8,1094.2
112192,ATE,2016,10,27,11,89.08,20.8,17.5,46.3,12.5,1003
112192,ATE,2016,10,27,12,89.04,18.7,17.3,45,15.4,929.5
112192,ATE,2016,10,27,13,86.83,17.3,16.2,37.4,22.2,853.6
112192,ATE,2016,10,27,14,99.88,20.2,16.6,50.1,27.2,933.8
112192,ATE,2016,10,27,15,108.49,23.2,17.3,59.3,25.7,1043.3
112192,ATE,2016,10,27,16,84.1,14.4,14.9,41.8,15.8,864
112192,ATE,2016,10,27,17,100.53,10.3,16.4,33.6,6.4,911.1
112192,ATE,2016,10,27,18,119.66,13,13.6,36.9,1.7,1201.8
112192,ATE,2016,10,27,19,114.1,15.7,14.9,31.8,1.6,1188.5
112192,ATE,2016,10,27,20,109.75,23.7,15.1,27.7,1.5,1094.8
112192,ATE,2016,10,27,21,132.94,22.5,15.5,28.7,1.7,1326.8
112192,ATE,2016,10,27,22,117.67,26.8,13.6,20.9,1.4,852.4
112192,ATE,2016,10,27,23,133.39,27.4,16.5,25.7,1,843.2
112192,ATE,2016,10,28,0,162.88,29.1,27.1,26.3,1.2,861
112192,ATE,2016,10,28,1,175.11,36.8,43.4,29.1,1.3,968.3
112192,ATE,2016,10,28,2,101.63,34.6,29.3,20.5,1,710.8
112192,ATE,2016,10,28,3,106.8,26.8,27.8,20,1.1,753
112192,ATE,2016,10,28,4,105.1,26.8,27.1,19.7,0.9,636.9
112192,ATE,2016,10,28,5,120.97,26.3,23.2,22.9,1.6,784.6
112192,ATE,2016,10,28,6,138.14,29.4,21.4,24.7,1.9,880.3
112192,ATE,2016,10,28,7,136.73,30,17.8,24.4,4.3,932.6
112192,ATE,2016,10,28,8,170.53,34.2,19.6,31.6,5,1232.6
112192,ATE,2016,10,28,9,162.2,37.3,25.8,33.4,9.5,1084.8
112192,ATE,2016,10,28,10,169.91,38.4,32,35.2,15.5,1184.8
112192,ATE,2016,10,28,11,172.09,33,29.6,37.6,24.3,848.7
112192,ATE,2016,10,28,12,142.5,35.1,22.8,31.2,33.3,703.6
112192,ATE,2016,10,28,13,108.61,29.8,19.4,33.5,39.9,704.4
112192,ATE,2016,10,28,14,106.14,15.5,17.7,31.2,40,713.3
112192,ATE,2016,10,28,15,101.21,19.5,18.2,30.5,32.1,691.4
112192,ATE,2016,10,28,16,104.11,20,17.7,33.5,12.2,847
112192,ATE,2016,10,28,17,101.72,19.8,18.7,33.7,5.1,839.2
112192,ATE,2016,10,28,18,115.88,21.2,14.9,35.8,2,1022.6
112192,ATE,2016,10,28,19,123.76,21,16.9,36.6,1.2,1183.7
112192,ATE,2016,10,28,20,142.68,22,18,38.3,1.4,1294.7
112192,ATE,2016,10,28,21,123.97,25.1,17.6,30.5,1.2,1180.8
112192,ATE,2016,10,28,22,114.12,21.3,18.1,30.1,1.2,1171.3
112192,ATE,2016,10,28,23,91.78,18.3,16.5,26.7,1.3,1038.1
112192,ATE,2016,10,29,0,73.07,17.1,15.8,23.5,1.1,747.8
112192,ATE,2016,10,29,1,77.82,17.7,15.6,25.6,1.2,856.5
112192,ATE,2016,10,29,2,74.59,17.2,17.2,22.9,1.2,742.9
112192,ATE,2016,10,29,3,84.94,15.3,26.7,21.1,2.1,743.7
112192,ATE,2016,10,29,4,72.93,17.4,21.6,20.9,1.4,789.7
112192,ATE,2016,10,29,5,82.3,19,17.7,22.1,1.2,919.7
112192,ATE,2016,10,29,6,139.89,25.6,24.5,28.1,2,1005.1
112192,ATE,2016,10,29,7,119.73,26.9,17.5,21.4,2.3,728.9
112192,ATE,2016,10,29,8,157.86,29.7,20.9,25.2,3,1252.6
112192,ATE,2016,10,29,9,133,26.7,19.4,29,5.9,1028.7
112192,ATE,2016,10,29,10,105.5,25.4,15.6,24.9,16.1,852.1
112192,ATE,2016,10,29,11,107.26,18.9,18.5,24.9,27.6,760.5
112192,ATE,2016,10,29,12,112.98,25.2,18.4,25,37.6,730.2
112192,ATE,2016,10,29,13,114.87,21.8,17.5,25.8,44.4,696
112192,ATE,2016,10,29,14,101.18,19.9,16.3,27.4,36.6,715.9
112192,ATE,2016,10,29,15,89.94,15,15.3,19.9,28.5,697.7
112192,ATE,2016,10,29,16,77.43,15.5,14.2,19.9,21.3,661
112192,ATE,2016,10,29,17,95.19,15,15.5,26.7,9.3,802.9
112192,ATE,2016,10,29,18,120.96,23.2,17.3,34.8,1.6,1113
112192,ATE,2016,10,29,19,122.17,23.3,18.9,31.4,1.4,1158.3
112192,ATE,2016,10,29,20,162.34,24.9,31.9,35.4,2.4,1657.7
112192,ATE,2016,10,29,21,142.98,27.5,29.1,24.6,2,1436.6
112192,ATE,2016,10,29,22,132.51,22.2,25,24.6,2.1,1548.5
112192,ATE,2016,10,29,23,117.04,27.8,21.3,20.2,1.6,1413.7
112192,ATE,2016,10,30,0,68.01,28,15,8.9,4.5,547.2
112192,ATE,2016,10,30,1,100.06,20.1,15.4,15.8,1.2,697.8
112192,ATE,2016,10,30,2,108.48,25.5,21.6,19,1,710.1
112192,ATE,2016,10,30,3,79.43,22.1,17.2,14.6,1.1,724.3
112192,ATE,2016,10,30,4,61.96,18.1,15.6,11.6,2.4,561
112192,ATE,2016,10,30,5,81.51,16.3,16.6,13.5,1.8,695.4
112192,ATE,2016,10,30,6,89.1,22.9,16.7,15.7,3.1,725.1
112192,ATE,2016,10,30,7,113.03,23.8,26.5,21.2,4.3,1017.5
112192,ATE,2016,10,30,8,136.56,32.9,35.8,25.4,10.1,897.9
112192,ATE,2016,10,30,9,124.86,27.6,34.9,24.7,22.2,920
112192,ATE,2016,10,30,10,88.97,21,20.6,18.3,29.9,707.2
112192,ATE,2016,10,30,11,76.15,22.7,18.7,10.9,44.6,580.2
112192,ATE,2016,10,30,12,77.64,17.4,18.4,6.7,51,504
112192,ATE,2016,10,30,13,84.82,15.1,18.4,11.6,45.1,577
112192,ATE,2016,10,30,14,79.89,13.7,16.2,9,44.2,529.6
112192,ATE,2016,10,30,15,82.23,13.2,16.1,8.3,34.7,525.2
112192,ATE,2016,10,30,16,65.23,11.8,16.2,6,26.5,539.1
112192,ATE,2016,10,30,17,65.51,12.2,14.8,8.4,15.7,581.7
112192,ATE,2016,10,30,18,65.97,11.3,13.2,13.9,7.8,672.4
112192,ATE,2016,10,30,19,76,14.8,17.1,17.5,4.2,850.1
112192,ATE,2016,10,30,20,87.19,15.4,22.6,19.2,3.4,824.9
112192,ATE,2016,10,30,21,91.54,15.6,25.3,14.6,2,839.5
112192,ATE,2016,10,30,22,72.49,18.8,17.8,17,1.5,776.2
112192,ATE,2016,10,30,23,70.22,14,16.6,16.1,1,755
112192,ATE,2016,10,31,0,70.69,10.7,17.2,15.1,1.3,643.2
112192,ATE,2016,10,31,1,81.61,14,22.7,13.1,1.4,585.3
112192,ATE,2016,10,31,2,92.52,20.1,27,15.2,1.1,631.7
112192,ATE,2016,10,31,3,75.55,22.1,19.9,13,2.6,510.4
112192,ATE,2016,10,31,4,79.66,25.5,17.2,14.2,2.1,512.1
112192,ATE,2016,10,31,5,81.04,15.9,18.4,13.5,2.9,513.5
112192,ATE,2016,10,31,6,93.31,20.1,19.7,16.2,2.7,713.6
112192,ATE,2016,10,31,7,54.2,21.1,15.6,2.7,18,549.7
112192,ATE,2016,10,31,8,53.24,9.7,15.7,5.9,22.2,451.3
112192,ATE,2016,10,31,9,71.03,10.4,14.8,7.6,24.8,416.9
112192,ATE,2016,10,31,10,78.19,11.9,17.6,9.2,21.6,600.3
112192,ATE,2016,10,31,11,79.7,14.3,19,7,28.8,487.9
112192,ATE,2016,10,31,12,82.95,15.1,23.8,15.6,34.3,581
112192,ATE,2016,10,31,13,90.04,21.3,19.4,19.3,39.6,612.1
112192,ATE,2016,10,31,14,78.07,13.9,16.1,17.4,34,600.6
112192,ATE,2016,10,31,15,84.82,15,16,19.9,26,625.3
112192,ATE,2016,10,31,16,91.07,12.5,16,22.1,19.5,741.2
112192,ATE,2016,10,31,17,91.12,16.3,16.7,25.3,9.6,846.7
112192,ATE,2016,10,31,18,87.08,18.3,17,29,3.5,968
112192,ATE,2016,10,31,19,124,20.5,17.8,31.3,2.3,1353
112192,ATE,2016,10,31,20,180.73,27.4,44.9,39.3,3.4,1769.3
112192,ATE,2016,10,31,21,124.61,27.5,56.9,32.9,2.2,1718.1
112192,ATE,2016,10,31,22,104.74,20.8,36.4,28.1,1.9,1441.2
112192,ATE,2016,10,31,23,96.43,17.9,28.4,25.7,1.5,1472.9
112192,ATE,2016,11,1,0,127.29,23.5,27.4,27.2,2.4,1864.5
112192,ATE,2016,11,1,1,99.26,21.8,25.8,24.4,1.4,1367.7
112192,ATE,2016,11,1,2,37.96,15.4,17.7,0.2,14.1,407.1
112192,ATE,2016,11,1,3,37.6,10.4,16.1,3.4,16.5,362.8
112192,ATE,2016,11,1,4,53.28,9.9,15.8,6.6,9.3,497.9
112192,ATE,2016,11,1,5,85.27,13.8,16.2,14.9,2.9,607
112192,ATE,2016,11,1,6,122.7,27.5,31.8,19.7,1.7,838
112192,ATE,2016,11,1,7,145.95,30.5,51.7,23.3,4.9,901.3
112192,ATE,2016,11,1,8,153.73,35.8,58.3,23.1,13.8,832.8
112192,ATE,2016,11,1,9,125.57,35.4,46,23.5,21.1,860.4
112192,ATE,2016,11,1,10,90.4,25.6,25.2,20,31.4,717.6
112192,ATE,2016,11,1,11,88.69,19.1,22.8,18.1,42.2,690.9
112192,ATE,2016,11,1,12,66.44,13.7,18.9,12.9,53.1,575.9
112192,ATE,2016,11,1,13,60.83,12.5,17.7,9.9,54.7,574.7
112192,ATE,2016,11,1,14,54.73,11.4,16.1,12.2,50.8,590.2
112192,ATE,2016,11,1,15,60.44,9.9,16.7,11.6,40,603.4
112192,ATE,2016,11,1,16,60.79,9.4,16.2,10,29.1,594.8
112192,ATE,2016,11,1,17,72.34,10.3,14.9,12.1,19.1,643.1
112192,ATE,2016,11,1,18,81.84,14.4,18.6,21.4,6.9,821.3
112192,ATE,2016,11,1,19,90.52,18.2,19.8,28,1.8,1056.8
112192,ATE,2016,11,1,20,94.54,19.8,21.5,24.1,1.7,1096.5
112192,ATE,2016,11,1,21,89.04,16.2,21,22.7,1.6,1092.8
112192,ATE,2016,11,1,22,93.42,20.2,23.3,22,1.9,1156.6
112192,ATE,2016,11,1,23,80.95,14.3,19.8,21.7,1.5,1019.2
112192,ATE,2016,11,2,0,83.27,8.7,22.1,18.4,1.5,864.6
112192,ATE,2016,11,2,1,87.49,13.3,28.7,18.1,1.4,892.6
112192,ATE,2016,11,2,2,78.9,16.4,21.7,16.4,1.3,842.9
112192,ATE,2016,11,2,3,115.11,21.4,28.3,17,1.5,845.8
112192,ATE,2016,11,2,4,167.47,36,79.8,21.4,1.4,1140.2
112192,ATE,2016,11,2,5,133.24,34.5,41,19.4,1.1,1209
112192,ATE,2016,11,2,6,104.98,31.5,26.4,22,2.1,1128.1
112192,ATE,2016,11,2,7,132.18,18.7,33.6,30.5,5.9,1208.3
112192,ATE,2016,11,2,8,122.88,30,36.8,33.3,11.7,1162.4
112192,ATE,2016,11,2,9,104.09,23.1,25.7,33.9,19.4,1018.8
112192,ATE,2016,11,2,10,107.93,22.3,22,38.7,29.6,974
112192,ATE,2016,11,2,11,99.73,20.8,21,32.6,38.5,788.1
112192,ATE,2016,11,2,12,103.08,20.1,19,31.6,40.6,752.1
112192,ATE,2016,11,2,13,91.98,17.3,17.2,21.9,39.6,748.4
112192,ATE,2016,11,2,14,82.54,16.7,17.3,25.3,41.6,772.5
112192,ATE,2016,11,2,15,82.68,14.4,17,29,39.3,756.7
112192,ATE,2016,11,2,16,87.48,12.2,17.7,39.1,28,880
112192,ATE,2016,11,2,17,73.08,16.5,17.9,34.1,9.6,923.7
112192,ATE,2016,11,2,18,83.37,13.7,18.2,31.9,2,1071.8
112192,ATE,2016,11,2,19,91.71,16.4,17.2,30.8,1.3,1126.4
112192,ATE,2016,11,2,20,110.37,19.8,19.1,32.1,1.8,1327.1
112192,ATE,2016,11,2,21,96.54,18.7,17.6,24.7,1.2,1301
112192,ATE,2016,11,2,22,100.37,20.1,18.2,23.7,1.7,1316.8
112192,ATE,2016,11,2,23,96.79,18.3,19.8,22.7,1.6,1314.2
112192,ATE,2016,11,3,0,92.87,21.9,20.5,21.8,1.5,1218.1
112192,ATE,2016,11,3,1,122.46,23.2,35.6,24.1,2,1288.9
112192,ATE,2016,11,3,2,173.27,29.6,63.4,28.2,1.8,1439.8
112192,ATE,2016,11,3,3,205.52,48,96.4,25.5,2.4,1527.8
112192,ATE,2016,11,3,4,119.03,34.7,35.3,23.8,1.2,1554.8
112192,ATE,2016,11,3,5,125,25.9,26.9,24.5,1.1,1476.4
112192,ATE,2016,11,3,6,130,20.7,26.6,28.7,1.9,1583.2
112192,ATE,2016,11,3,7,175.31,23.1,30.3,46.4,5.3,1739.1
112192,ATE,2016,11,3,8,209.11,37.1,41.1,71.7,12.3,1815.5
112192,ATE,2016,11,3,9,170.92,39.2,39.2,65.1,19.2,1593.6
112192,ATE,2016,11,3,10,142.94,35.3,29.7,57.8,29.5,1384.8
112192,ATE,2016,11,3,11,124.52,29.6,29.1,54.8,51.2,1118.1
112192,ATE,2016,11,3,12,115.01,24.8,24.5,49.9,67.2,993.4
112192,ATE,2016,11,3,13,131.92,20.9,20.7,46.2,60.4,967.5
112192,ATE,2016,11,3,14,101.72,19.4,21.3,38.3,56.3,861.3
112192,ATE,2016,11,3,15,95.71,19,19.5,38.4,47.6,839.7
112192,ATE,2016,11,3,16,99.54,18.5,19.9,32.6,31.3,816.3
112192,ATE,2016,11,3,17,91.62,19.1,19,36.3,12.4,906.5
112192,ATE,2016,11,3,18,112.44,22.1,20,34.2,1.5,1015.4
112192,ATE,2016,11,3,19,113.89,23.6,18.3,28.3,1.5,1101.5
112192,ATE,2016,11,3,20,113.07,19.3,17.3,28.3,1.6,1274.4
112192,ATE,2016,11,3,21,103.29,17.4,19,27.7,1.3,1394.7
112192,ATE,2016,11,3,22,96.13,22.8,19.2,24.9,1.3,1253.5
112192,ATE,2016,11,3,23,90.57,19.6,19,23.9,0.9,1139.4
112192,ATE,2016,11,4,0,84.43,25.7,18,22.2,1.2,1061.7
112192,ATE,2016,11,4,1,80.66,20.2,18.2,21.4,0.9,1050.9
112192,ATE,2016,11,4,2,79.09,18.4,19.7,20.4,1.1,952.2
112192,ATE,2016,11,4,3,79.22,14.4,19,19.3,0.9,808.8
112192,ATE,2016,11,4,4,89.15,11.3,21.6,19.1,0.9,842.1
112192,ATE,2016,11,4,5,102.79,17.2,21.5,18.3,1.2,860.4
112192,ATE,2016,11,4,6,139.26,26.9,26.5,21.7,5,943.6
112192,ATE,2016,11,4,7,205.11,32.3,24.5,30.1,2.7,1325
112192,ATE,2016,11,4,8,261.05,52.1,27.7,38.7,7.9,1446.4
112192,ATE,2016,11,4,9,206.46,54.8,27.6,39.5,18,1208.6
112192,ATE,2016,11,4,10,184.11,45.9,29.3,45.3,25.7,1092.8
112192,ATE,2016,11,4,11,168.14,36.5,29.4,46.1,38.5,1081.6
112192,ATE,2016,11,4,12,134.34,34.7,25.9,41.1,45.7,932.9
112192,ATE,2016,11,4,13,111.88,23,22.7,31,43.1,868.8
112192,ATE,2016,11,4,14,97.54,19.8,20.9,29,39.3,826
112192,ATE,2016,11,4,15,96.73,19.7,18.8,30.5,39.8,808.7
112192,ATE,2016,11,4,16,118.3,18,19.2,36.2,16.4,891
112192,ATE,2016,11,4,17,119.83,20,20.3,33.6,5.4,909.3
112192,ATE,2016,11,4,18,154.92,26.8,21.4,39.6,1.7,1343.8
112192,ATE,2016,11,4,19,146.49,29.6,22.8,33.8,1.7,1591.9
112192,ATE,2016,11,4,20,138.58,25.3,23.9,30.2,1.5,1565.1
112192,ATE,2016,11,4,21,139.67,38,22.9,25.7,1.5,1505
112192,ATE,2016,11,4,22,118.07,20.7,24.7,22.3,1.2,1447
112192,ATE,2016,11,4,23,103.61,21.4,23.5,20.7,1.1,1360.7
112192,ATE,2016,11,5,0,106.96,18.4,23.7,19.9,1.3,1268.8
112192,ATE,2016,11,5,1,98.38,18.9,26.7,15.5,1.1,854.4
112192,ATE,2016,11,5,2,116.94,21.5,27.5,15.3,0.9,825.9
112192,ATE,2016,11,5,3,146.98,34.4,37.9,18,1,989.8
112192,ATE,2016,11,5,4,152.41,35.2,34,17.1,1.1,1036.1
112192,ATE,2016,11,5,5,147.65,34.5,28.4,18.1,1,952.4
112192,ATE,2016,11,5,6,176.46,38.5,44,24.5,1.6,1012.9
112192,ATE,2016,11,5,7,175.45,44,36.2,25.1,2.2,1189.4
112192,ATE,2016,11,5,8,211.42,42.7,50.4,38.6,7.3,1290.1
112192,ATE,2016,11,5,9,150.79,44.4,38.3,41.1,13.6,1233.7
112192,ATE,2016,11,5,10,97.17,34.8,26.3,33.4,16.7,1108
112192,ATE,2016,11,5,11,113.16,21.1,24.3,34.3,27.8,1154.3
112192,ATE,2016,11,5,12,124.83,26.9,22.7,38.1,28.7,969.1
112192,ATE,2016,11,5,13,114.31,22.6,21.2,24.8,30,883.5
112192,ATE,2016,11,5,14,111.64,24.3,19.7,33.4,23.3,972.7
112192,ATE,2016,11,5,15,112.06,15.6,20,33.1,19.1,1057.1
112192,ATE,2016,11,5,16,129.39,20.5,20.6,36.9,9.8,1165.9
112192,ATE,2016,11,5,17,129.56,29.4,20.3,36.2,3.2,1193.9
112192,ATE,2016,11,5,18,109.93,25.6,22.4,25.4,1.5,1066.4
112192,ATE,2016,11,5,19,140.11,21.5,23.3,29.4,1.9,1457.9
112192,ATE,2016,11,5,20,158.76,27.1,38.1,30.5,2.5,1456.8
112192,ATE,2016,11,5,21,92.23,22.9,22.8,18.1,1.8,956.6
112192,ATE,2016,11,5,22,118.95,17.4,28.5,19.2,1.4,995
112192,ATE,2016,11,5,23,141.71,29.2,37.1,20.8,1.4,1223.8
112192,ATE,2016,11,6,0,91.01,23.4,23.7,16.4,1,1118.6
112192,ATE,2016,11,6,1,93.71,15.2,25.4,15.6,1.4,1075.1
112192,ATE,2016,11,6,2,97.3,26.4,25.3,16.2,1.1,939.2
112192,ATE,2016,11,6,3,70.8,21.3,20.7,14.3,1.1,844.1
112192,ATE,2016,11,6,4,70.37,20.4,21.1,13.1,1.2,830
112192,ATE,2016,11,6,5,62.25,17.2,18.5,13.5,1.8,682.3
112192,ATE,2016,11,6,6,75.41,15.5,19.5,12.8,2.9,687.9
112192,ATE,2016,11,6,7,73.6,18.7,17.7,16.8,3.1,884.3
112192,ATE,2016,11,6,8,74,13.9,16.4,20.5,4.5,929.5
112192,ATE,2016,11,6,9,68.94,16.9,18.3,22.4,6.1,930.7
112192,ATE,2016,11,6,10,69.46,15.9,17.9,20.8,9.7,931.5
112192,ATE,2016,11,6,11,73.57,14.4,17.9,23.5,17,905.4
112192,ATE,2016,11,6,12,86.21,15,18.5,30.3,19.9,1049.6
112192,ATE,2016,11,6,13,87.29,15.1,18.8,30.4,26,1038.7
112192,ATE,2016,11,6,14,71.27,20.6,16.3,26.7,37.2,831.8
112192,ATE,2016,11,6,15,61.87,15.7,12.4,25.2,48.6,792.1
112192,ATE,2016,11,6,16,59.32,11.7,17.6,21.6,27.5,822.6
112192,ATE,2016,11,6,17,73.67,14.9,17.8,18.4,12.1,841.5
112192,ATE,2016,11,6,18,87.66,16.2,19.8,23.4,2.4,1172.7
112192,ATE,2016,11,6,19,82.39,18.5,19.5,21.6,1,1235.1
112192,ATE,2016,11,6,20,77.67,15.8,20.3,17.6,1.5,1251.8
112192,ATE,2016,11,6,21,77.37,13.8,22.4,17.8,1.8,1128.4
112192,ATE,2016,11,6,22,89.97,15.1,21.8,20.7,1.4,1311.8
112192,ATE,2016,11,6,23,103.22,19.4,22.2,12.8,4.4,1012.9
112192,ATE,2016,11,7,0,63.54,23.4,19.8,4.2,10.7,581.7
112192,ATE,2016,11,7,1,98.74,20.8,29.1,17.3,0.9,824.4
112192,ATE,2016,11,7,2,105.92,26.3,42.7,19.7,1.1,878.3
112192,ATE,2016,11,7,3,80.05,25.7,28.9,13.8,1,715.1
112192,ATE,2016,11,7,4,125.95,24.3,41.5,18.7,1,988.1
112192,ATE,2016,11,7,5,184.55,38.4,77.4,23.4,2.7,1290.1
112192,ATE,2016,11,7,6,217.5,44.6,73.7,29.5,11.2,1702
112192,ATE,2016,11,7,7,171.47,43.4,55.6,30.3,10.2,1744.9
112192,ATE,2016,11,7,8,137.15,32.5,50.6,28.4,13.3,1417.4
112192,ATE,2016,11,7,9,138.71,30.1,42.1,42.8,20,1221.3
112192,ATE,2016,11,7,10,136.12,29.8,36.2,32.3,27.7,914.2
112192,ATE,2016,11,7,11,132.88,25.1,26,27.6,40.1,836.9
112192,ATE,2016,11,7,12,134.69,26,21.8,25.6,49.2,776.5
112192,ATE,2016,11,7,13,139.97,25.2,19.8,27.5,47,799.5
112192,ATE,2016,11,7,14,142.04,23.3,18.6,18.7,49.8,732.3
112192,ATE,2016,11,7,15,140.84,26.2,19.9,25.9,35.1,768.4
112192,ATE,2016,11,7,16,126.58,21.9,21.5,28.1,21.6,827.4
112192,ATE,2016,11,7,17,111.7,16.1,22.3,28.3,7.7,945.5
112192,ATE,2016,11,7,18,102.49,19.6,22.6,26.5,1.6,1095
112192,ATE,2016,11,7,19,106.04,18.5,24,25,1.6,1292.3
112192,ATE,2016,11,7,20,115.04,22.2,25,25.2,1.6,1313.3
112192,ATE,2016,11,7,21,130.93,27.9,35.8,23.6,2.3,1442.9
112192,ATE,2016,11,7,22,137.66,25.3,33,23.2,2.2,1551.9
112192,ATE,2016,11,7,23,121.44,29.9,30.6,21.8,1.3,1478.1
112192,ATE,2016,11,8,0,84.23,34.3,26.4,18.2,1.1,1249.2
112192,ATE,2016,11,8,1,74.1,22.6,25.2,15.1,1.1,1087
112192,ATE,2016,11,8,2,77.72,18.7,25,14.8,1.3,1091.3
112192,ATE,2016,11,8,3,93.01,16.5,25.4,15.5,0.9,1118.9
112192,ATE,2016,11,8,4,110.11,21.4,26.7,17.2,1,1261
112192,ATE,2016,11,8,5,127.93,24.6,26.9,19,1.1,1473.1
112192,ATE,2016,11,8,6,169.97,30.2,28,30,2.1,1959.9
112192,ATE,2016,11,8,7,200.33,38,31.9,45.7,5,1802.7
112192,ATE,2016,11,8,8,186.44,43,77,58.6,10.3,1675.9
112192,ATE,2016,11,8,9,151.89,40.1,101.4,65.6,17.5,1589.5
112192,ATE,2016,11,8,10,122.1,31.7,49.5,52.1,28.4,1385.8
112192,ATE,2016,11,8,11,110.16,25.8,29.2,39.5,41.3,1083.5
112192,ATE,2016,11,8,12,111.83,23,25.2,26.9,46.2,917.9
112192,ATE,2016,11,8,13,90.57,16.3,22,21.6,42.6,846.6
112192,ATE,2016,11,8,14,102.33,18.1,22,21.9,35.4,837.5
112192,ATE,2016,11,8,15,111.62,24.7,20.4,22.2,30.1,865.1
112192,ATE,2016,11,8,16,120.65,25.2,19.7,22.2,15.3,888
112192,ATE,2016,11,8,17,103.45,21.6,20.3,24.5,5.8,993.3
112192,ATE,2016,11,8,18,115.19,20.2,16.2,27.7,1.4,1296.4
112192,ATE,2016,11,8,19,113.7,19.5,22,23,1.4,1459.7
112192,ATE,2016,11,8,20,129.78,20.2,25.4,24.2,1.6,1627.6
112192,ATE,2016,11,8,21,120.88,25.7,26.2,25.4,1.7,1665.4
112192,ATE,2016,11,8,22,135.86,24.4,28.8,22.4,1.3,1774.4
112192,ATE,2016,11,8,23,108.64,24.8,28.3,19.1,1.2,1705.4
112192,ATE,2016,11,9,0,103.71,23.9,27,16.1,1.1,1590.2
112192,ATE,2016,11,9,1,99.13,25.2,29.4,14.7,1.2,1540.8
