Nombre de los paises,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Corea, República de",,,53,51,50,52,58,61,63,57,55,54,57,56,52,51,53,52,59,55,43,43,46,51,55,57,63,64,65,64,63,65,63,63,67,67,64,61,59,63,61,60,63,63,62,61,58,58,53,58,56,51,50,51,53,62,65,62,59,60,
Kuwait,,,,,,,,,,,77,76,76,76,78,80,81,84,82,80,81,82,83,83,80,,79,76,74,75,78,87,84,81,79,81,80,80,80,78,34,33,34,34,37,,81,83,80,,81,78,,79,78,78,80,80,79,78,
América Latina y el Caribe (excluido altos ingresos),,,74,72,70,71,72,73,75,76,76,76,77,72,66,70,70,68,69,65,64,64,64,60,61,63,70,68,,63,62,64,70,72,74,77,78,79,81,80,78,80,79,79,78,78,77,73,75,77,77,74,75,75,74,78,78,76,74,75,
República Democrática Popular Lao,,,46,51,55,53,45,41,51,55,52,53,42,46,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,70,65,77,79,73,69,72,70,65,
Líbano,,,,,,,,55,58,61,60,62,65,67,,,,58,,,,,,,,,,,,,,,,,,,,63,64,62,56,58,61,60,56,55,55,56,54,59,56,51,48,54,53,56,55,63,56,,
Liberia,,,,71,,,,74,,,74,72,74,72,63,69,70,68,63,59,51,49,49,54,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libia,,,82,80,78,80,77,75,80,80,72,71,78,75,76,78,80,78,80,80,78,79,80,78,81,80,78,79,,,,,,,,,,,,,,,,81,81,,,80,81,85,84,,,,,,54,,55,,
Santa Lucía,,,,,,,,,,,,,,63,60,60,62,64,67,65,66,64,61,59,,62,66,67,,,,66,68,65,65,62,63,62,63,66,63,59,64,63,60,61,64,56,51,58,60,55,52,33,48,54,56,57,51,54,
América Latina y el Caribe,,,74,72,70,71,72,73,75,75,76,75,75,71,64,69,69,68,68,65,64,64,64,60,61,63,71,69,,,,66,71,73,75,77,78,79,81,80,77,79,79,78,77,77,74,72,74,76,76,73,74,74,74,77,78,75,74,75,
Países menos desarrollados: clasificación de las Naciones Unidas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,62,63,66,65,,65,59,63,61,59,59,60,,60,,,,,
Países de ingreso bajo,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,64,57,62,66,65,65,60,63,55,61,57,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,50,45,40,46,43,43,42,52,47,48,45,,30,29,34,32,49,55,52,52,53,56,56,55,67,65,,,65,68,72,75,74,,,,,76,74,73,66,70,68,69,66,59,59,62,64,61,63,61,61,69,71,65,,,
Países de ingreso mediano bajo,,,,,,,59,63,64,65,65,67,68,65,58,63,58,59,59,58,51,52,,56,55,58,66,60,,,,,,,,60,59,62,62,59,57,58,60,60,59,58,54,57,57,60,59,54,55,56,56,61,63,61,60,61,
Ingreso mediano y bajo,,,,,,,,,,,,,,,,,,,,,,,,,63,58,61,71,,,,,72,75,75,73,71,71,73,71,68,70,71,72,70,69,67,66,64,66,65,61,61,61,62,66,69,65,64,65,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,52,62,62,46,,,,53,57,64,55,60,65,62,63,63,61,,,
avanzada del dividendo demográfico,,,,,,,,,,,,,,,,,,,,,,,,,64,55,57,75,,,,,76,78,79,77,74,74,77,75,73,75,75,75,73,72,71,70,66,68,66,63,63,62,64,67,70,68,67,67,
Lituania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,53,58,61,66,69,67,61,64,69,69,68,63,65,70,56,53,50,50,48,50,56,59,63,64,62,63,67
Luxemburgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,72,73,72,71,69,68,66,66,64,66,63,60,62,63,65,68,70,69,67,69,71
Letonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,66,63,69,74,73,71,73,74,74,70,66,70,70,65,57,59,59,56,56,60,65,67,67,67,67,64
"Región Administrativa Especial de Macao, China",,,,,,,,,,,,,,67,63,64,62,44,42,57,56,73,,70,72,74,76,77,,76,79,81,80,76,77,77,77,78,80,80,79,77,78,78,79,77,76,76,73,69,67,69,73,,73,73,65,,67,69,77
Isla de San Martín (parte francesa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,,,59,62,54,47,53,55,57,64,64,59,60,56,49,53,61,64,58,53,47,40,47,44,43,42,54,54,,,,,,60,61,56,57,58,71,69,63,62,65,67,66,62,63,61,58,63,60,56,54,57,58,65,69,67,65,68,
Mónaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República de Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,42,48,68,58,52,51,56,61,61,59,62,62,64,61,61,62,62,61,61,63,64,67,67,66,67,
Madagascar,,,79,79,80,73,77,80,80,77,77,76,74,69,56,62,64,68,66,65,73,72,56,57,57,65,,,,,69,74,64,64,67,65,59,61,63,60,63,61,48,65,70,65,65,67,75,78,70,58,57,53,55,60,62,59,61,57,
Maldivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,62,61,64,65,61,61,60,63,62,63,59,58,56,53,50,51,43,45,46,56,61,60,60,,
Oriente Medio y Norte de África,,,,,,,,,,,,,,,66,70,74,74,76,73,70,69,73,72,,,,,,,,,,75,,,,,,70,68,68,66,66,67,68,62,67,66,67,65,62,64,60,62,64,65,69,67,66,
México,,,83,80,82,82,83,83,86,84,81,82,81,74,68,74,80,77,77,77,75,78,79,70,73,75,80,74,,68,64,65,73,74,75,80,84,84,85,86,83,87,86,86,85,84,83,76,78,80,80,77,78,79,78,80,80,78,76,77,
Islas Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingreso mediano,,,,,,,,,,,,,,,,,,,,,,,,,63,58,61,71,,,,,72,75,75,74,71,71,73,71,68,70,72,72,70,69,67,67,64,67,65,61,61,61,62,66,69,65,64,65,
Macedonia del Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,54,65,60,47,49,45,44,49,49,58,64,63,62,62,62,62,56,54,59,58,61,64,63,64,62,65
Malí,,,73,67,72,70,66,69,63,69,55,54,62,,33,59,64,67,56,66,45,,50,,,,,62,,,,,,,,,63,58,59,63,61,65,63,63,64,58,57,62,65,,61,56,57,,,,61,58,,,
Malta,,,,,,51,52,55,59,62,64,60,60,60,58,60,64,66,67,68,65,64,63,66,66,68,75,76,,,80,80,82,82,83,83,81,80,82,82,82,78,78,79,80,76,78,73,68,72,63,53,44,49,49,61,62,59,56,64,
Myanmar,,,78,80,63,76,77,73,87,88,84,83,85,85,71,82,83,85,,,,,,,,,,,,,,,82,,,,,,,,,72,,,,,,,,,54,63,67,74,64,74,69,65,,,
Oriente Medio y Norte de África (excluido altos ingresos),,,,,,,67,,67,70,69,67,68,69,62,67,73,71,,,,,,,,,,,,,,,,,,,,65,69,67,58,60,62,67,65,63,49,58,57,67,66,59,,60,62,64,66,65,59,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,61,62,61,58,53,54,57,57,61,65,64,66,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,63,67,71,63,59,,65,61,60,58,60,,,,,,65,64,64,64,64,66,67,
Mariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,62,62,61,,,68,39,48,49,53,51,48,47,47,55,50,52,53,54,60,,62,53,53,,
Mauritania,,,90,91,83,86,79,78,65,,67,66,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,57,55,58,82,79,47,43,36,50,53,57,58,68,67,69,62,67,48,51,
Mauricio,,,,,,,,,,,54,56,59,64,55,61,64,63,61,,,,,,,,,,64,64,76,73,74,75,76,72,71,73,73,76,70,69,67,69,66,64,63,58,54,59,56,53,54,53,56,59,58,55,55,57,
Malawi,,,,,,,72,73,76,77,72,74,75,73,74,78,73,76,81,77,75,70,72,71,72,76,77,75,,,78,78,,,74,73,,,,74,72,69,63,69,69,69,72,74,77,74,74,74,76,71,72,72,66,74,75,78,
Malasia,,,,,48,52,54,52,51,52,57,59,63,64,65,62,63,63,65,67,67,64,68,70,74,72,75,76,76,76,78,81,83,82,84,84,83,83,84,84,84,82,80,82,80,79,77,75,65,75,73,69,68,66,66,69,73,70,69,68,
América del Norte,,,45,45,48,51,54,57,60,63,64,66,67,64,56,55,55,55,60,56,54,56,61,64,69,72,76,76,,76,74,76,77,78,79,80,78,79,81,81,78,78,79,77,76,73,72,71,67,71,71,68,70,72,73,78,79,78,77,78,79
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,74,71,69,76,78,79,73,70,75,73,72,67,67,75,63,66,62,59,51,47
Nueva Caledonia,,,61,,,,,,,,,,,,,58,52,53,58,57,50,50,50,53,,,,,,,,,,,,,,,,73,68,69,69,74,72,69,71,61,61,69,57,51,56,55,57,56,,,,,
Níger,,,64,62,72,73,69,69,72,76,74,72,69,65,57,54,67,75,65,64,,57,,,,,,,,,,,,,,51,41,40,41,43,41,37,44,44,50,46,52,53,50,68,69,62,60,59,69,73,69,58,67,,
Nigeria,,,75,77,78,80,83,81,78,75,83,86,85,84,82,85,84,83,82,77,,81,,73,72,75,80,83,,,,,,,,,77,75,75,67,75,71,76,66,,,76,74,86,84,87,54,72,57,64,62,56,52,57,73,
Nicaragua,,,,,,81,83,84,82,82,81,80,79,78,79,75,76,77,73,63,63,61,64,67,67,57,68,,,,,,,63,66,63,71,72,69,71,65,63,66,64,63,65,61,60,49,59,61,59,59,62,64,69,76,75,70,70,
Países Bajos,,,116,60,60,61,63,62,63,62,63,62,62,61,57,58,57,57,60,57,53,51,51,53,55,57,67,68,69,70,71,72,72,70,71,72,72,75,77,76,65,62,60,65,65,62,61,61,57,58,57,60,57,57,60,64,66,66,65,67,
Noruega,,,67,68,68,70,69,73,73,74,74,76,77,78,75,80,74,76,73,69,67,71,74,76,76,78,,,81,80,80,81,82,82,80,80,79,81,83,81,80,79,80,79,79,79,78,77,78,79,75,74,75,76,77,79,79,79,76,76,
Nepal,,,,,,,,,,,,,,,79,96,72,73,63,67,73,65,72,65,64,71,71,59,,,,,,,55,,,,41,58,46,,,59,,,,,,59,60,54,51,51,53,59,63,59,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelandia,,,,,73,76,76,75,74,74,76,77,77,77,74,71,72,71,71,71,65,69,71,70,73,75,80,82,81,81,80,79,81,81,82,82,82,82,80,82,78,78,78,79,78,77,73,73,68,72,70,69,68,69,71,75,76,76,73,74,74
Miembros OCDE,,,49,47,48,49,51,53,55,57,57,59,59,58,51,52,54,54,57,55,52,53,55,56,58,61,67,69,,70,70,71,72,72,73,74,74,74,76,77,73,74,74,74,73,71,69,69,66,68,68,65,64,66,68,72,73,72,71,72,
Omán,,,,,,,,,,,,,,,,80,76,75,72,74,66,68,72,78,77,81,77,71,68,70,67,73,72,70,69,68,71,73,77,69,56,68,68,16,75,76,77,80,79,76,73,69,50,60,51,69,68,59,71,,
Otros Estados pequeos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,75,,,,70,71,72,73,72,71,67,69,68,61,66,,62,61,64,66,69,66,65,,
Pakistán,,,70,66,69,72,73,67,69,80,66,66,55,57,55,52,55,60,54,57,54,50,49,51,50,51,61,60,,,54,62,61,62,,57,56,52,54,51,46,50,53,55,57,59,56,55,47,52,48,46,45,47,50,57,59,56,53,52,52
Panamá,,,67,64,64,66,66,68,67,67,70,68,71,67,53,50,56,56,65,60,58,61,63,60,62,64,71,70,,,,,,,,73,71,74,78,75,68,66,68,72,71,68,86,83,88,90,90,91,97,96,95,95,94,80,,,
Perú,,,76,77,75,74,76,75,69,70,72,72,70,76,68,68,66,62,72,71,73,,78,68,68,73,68,71,,,,,65,70,73,75,71,73,73,73,70,71,70,68,66,66,68,65,69,72,73,71,73,72,73,76,75,71,70,72,
Filipinas,,,64,64,63,61,64,66,67,69,68,65,64,62,58,58,53,52,54,54,48,45,39,46,39,37,44,46,,,,69,56,60,59,58,78,79,80,79,78,78,81,81,79,76,74,72,65,67,67,50,64,65,65,74,76,74,74,74,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,41,46,45,40,40,45,48,55,57,55,51,,
Papua Nueva Guinea,,,,,,,,,,,,72,66,64,59,63,58,,,,,56,58,59,61,63,69,70,,,,,,,,,,,76,,57,60,68,69,65,,,,,,,76,70,,,,,,,,
Polonia,,,,,,,,,,,,,,,,,,,,,,,,,51,,,58,,,,,64,69,73,74,75,78,80,80,78,79,80,81,80,76,74,75,73,74,74,71,70,72,74,77,79,77,76,77,
previa al dividendo demográfico,,,,72,,,,,,,,,76,75,70,76,75,,,,,,,,,,,,,,,,,,,,,,,,52,56,61,,,,,65,59,69,67,,,,61,,,,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corea, República Popular Democrática de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,55,53,55,57,60,59,61,62,64,64,64,63,57,52,53,54,57,52,52,51,51,50,44,47,61,67,72,70,71,72,75,72,71,72,73,74,77,76,73,73,73,73,60,69,68,68,66,69,67,63,59,60,63,67,70,69,69,71,72
Paraguay,,,59,53,61,69,71,72,67,63,64,64,65,74,57,63,58,66,63,61,60,65,61,62,62,60,67,65,,68,77,76,72,75,76,74,68,70,70,70,66,68,69,68,70,73,76,78,77,76,79,78,75,76,75,76,77,78,76,77,
Ribera Occidental y Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,52,45,46,44,47,39,39,39,43,44,44,43,42,41,49,49,51,49,49,
Estados pequeos de las Islas del Pacfico,,,,,,,,,,,61,63,62,61,57,59,58,55,57,59,57,55,52,55,54,55,60,58,,,,,,,,,,,,,,,55,55,56,51,50,46,45,49,49,48,46,53,53,53,61,60,59,,
posterior al dividendo demográfico,,,47,46,46,48,50,51,53,55,56,58,59,57,51,52,53,54,57,55,53,53,55,57,59,61,67,69,,70,70,72,73,73,74,75,74,74,76,77,73,74,75,74,73,70,69,69,66,68,68,65,64,65,67,72,73,72,71,72,
Polinesia Francesa,,,65,,,,,,,,,,,71,70,67,67,68,70,67,65,65,63,65,,,,,,,,,,,,,71,69,73,72,70,68,74,74,69,69,65,65,63,63,62,57,56,57,57,61,,,,,
Qatar,,,,,,,,,,,,,77,79,72,84,88,89,86,84,78,82,85,79,72,76,,,,,,78,81,81,80,87,85,,86,80,84,85,84,86,89,89,83,91,89,,83,,79,81,82,81,80,78,77,77,
Rumania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,37,45,53,60,63,65,68,73,77,76,75,78,78,78,76,77,77,74,75,75,74,73,74,75,77,77,77,79,79,
Federación de Rusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,46,57,40,56,61,63,65,68,72,74,77,78,71,74,75,83,82,82,80,84,84,82,82,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,63,56,57,,60,62,67,63,78,63,75,76,76,72,63,78,60,61,64,64,57,57,56,
Asia meridional,,,59,60,61,58,49,49,55,53,51,57,60,54,45,55,40,45,49,49,42,42,,50,50,54,65,54,57,59,52,52,52,55,51,54,51,51,49,48,45,47,50,51,50,51,49,48,46,49,47,44,41,42,42,50,53,51,49,50,
Arabia Saudita,,,,,,,,,65,68,,,,,76,81,84,86,86,84,82,83,85,85,81,82,80,75,,,,78,81,82,80,75,74,,75,74,73,77,78,79,78,79,80,80,79,80,77,77,78,76,76,75,72,70,70,73,
Sudán,,,,68,65,67,71,68,69,73,67,67,67,67,66,76,78,75,75,78,60,58,55,,55,42,,,,,,,,,,59,60,65,72,68,68,76,74,78,82,80,81,93,68,79,66,67,,,,,,,,,
Senegal,,,61,59,56,53,53,56,55,54,62,58,62,53,49,59,,61,58,57,48,41,,,,,49,57,,,,,,,,,42,45,58,57,51,53,55,47,49,45,48,45,42,50,44,43,42,43,45,50,53,51,47,51,
Singapur,,,35,39,43,43,41,45,48,50,56,59,60,61,56,56,51,52,56,55,54,52,53,55,56,55,65,68,,73,73,75,76,79,82,83,83,82,84,83,82,80,80,80,79,47,46,71,63,65,64,59,59,59,59,67,70,67,66,69,
Islas Salomón,,,,,,,,,,,65,72,63,61,58,69,64,62,65,68,68,60,54,56,54,57,57,62,,,,,,,,,,,,,,,41,42,51,66,63,54,50,47,51,57,50,48,51,37,58,60,60,,
Sierra Leona,,,,63,69,,,,,,,,67,63,60,63,61,,,,,,,36,57,,,,,,,,,,,,,,,,34,,29,,,,,,,,,,,,50,51,60,64,64,,
El Salvador,,,,73,76,76,75,76,72,76,79,78,80,77,75,76,77,76,76,73,61,59,54,56,46,57,61,69,,,,,,,71,72,66,68,69,67,43,45,47,47,47,67,67,66,63,62,63,62,61,63,63,66,66,66,64,65,66
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,59,,,,55,,,,53,50,65,68,67,63,62,67,68,68,62,70,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,60,59,63,64,63,61,67,,71,66,65,69,,,,,,,,,,,,,
África al sur del Sahara (excluido altos ingresos),,,,,,,,,,,,,,,77,80,79,79,80,79,,67,,,,,,,,,,,,,,,70,68,71,69,66,66,68,66,67,66,66,67,65,68,68,62,64,62,62,64,64,62,62,65,
Sudán del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
África al sur del Sahara,,,,,,,,,,,,,,,77,80,79,79,80,79,,66,,,,,,,,,,,,,,,70,68,71,69,66,66,68,66,67,66,66,67,65,68,68,62,64,62,62,64,64,62,62,65,
Pequeños Estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,73,,,,69,70,70,70,69,67,65,66,64,59,63,54,59,58,61,64,67,65,64,,
Santo Tomé y Príncipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,57,47,44,50,45,40,47,50,48,47,52,49,42,41,43,45,49,48,47,43,
Suriname,,,69,,,78,,,,,,,,68,61,,,,,,,,,,,,,,,,,,,,74,73,71,70,73,74,52,47,46,49,52,41,39,48,48,69,64,61,68,66,64,50,51,53,49,63,
República Eslovaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,70,71,71,77,75,71,74,76,79,77,75,76,79,77,78,75,74,75,76,79,82,83,82,82,82,
Eslovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,69,,74,76,76,80,80,76,77,79,78,78,75,73,74,72,72,69,67,65,67,69,71,75,74,74,76,
Suecia,,,63,63,64,66,64,67,66,69,68,69,72,71,66,68,67,67,68,63,62,61,62,63,66,68,75,78,79,79,79,78,78,77,78,80,79,79,77,77,74,75,75,75,75,73,71,73,69,70,69,69,67,67,68,70,71,70,69,,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,66,67,71,72,68,66,62,61,60,59,67,54,56,62,66,66,66,63,62,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,61,68,60,48,49,54,54,56,57,50,53,55,53,47,54,61,62,,,,,58,64,61,59,75,57,65,66,47,66,53,49,42,54,48,48,48,,47,50,35,42,40,55,68,58,50,63,
República Árabe Siria,,,,,,,,,,,,,,,60,67,68,66,63,57,55,46,44,46,43,47,58,60,,,,,,,,,,,,,64,44,64,70,64,71,52,48,47,57,54,,,,,,,,,,
Islas Turcas y Caicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,33,29,29,33,35,69,69,72,67,62,,42,43,,,,,,,,
Chad,,,64,62,66,61,66,65,66,56,59,59,56,52,58,69,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,
Asia oriental y el Pacífico (BIRF y la AIF),,,,,,,,,,,,,,,,,,,,,,,,,68,56,56,78,,,,,79,82,82,78,79,77,80,79,75,76,78,77,74,72,70,68,63,66,63,59,58,58,60,64,67,63,62,63,
Europa y Asia central (BIRF y la AIF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,62,67,62,62,66,67,68,70,69,69,70,69,68,68,66,68,69,70,72,75,73,72,73,
Togo,,,62,65,71,77,70,69,72,69,69,71,71,71,71,75,74,72,74,67,59,63,,58,,,72,67,67,,,65,,,62,49,46,47,52,40,60,58,60,61,55,53,,55,45,66,67,68,58,52,61,66,73,67,60,71,
Tailandia,,,76,77,76,74,68,79,78,75,75,71,69,70,65,64,60,60,62,59,51,54,52,60,60,60,66,68,73,72,75,75,76,77,80,80,78,78,78,77,76,75,76,75,73,70,67,69,64,67,67,62,66,63,65,70,72,69,67,69,
Tayikistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,
Turkmenistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,79,70,80,,,,,,,,,,,,,,,,,,,,
América Latina y el Caribe (BIRF y la AIF),,,74,72,70,71,72,73,75,75,76,75,75,71,64,69,69,68,68,65,65,64,65,60,61,64,71,69,,,64,66,71,73,75,77,78,79,81,80,78,79,79,78,77,77,74,72,74,76,76,73,74,74,74,77,78,76,74,75,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,45,,,,,,,,48,,,,47,,,
Oriente Medio y Norte de África (BIRF y la AIF),,,,,,,67,63,67,70,69,67,68,69,62,67,73,71,,,,,,,,,,,,,,,,,,,,65,69,67,58,60,62,68,66,63,49,59,57,68,66,59,,60,63,64,66,65,59,,
Tonga,,,,,,,,,,,,,,,,52,46,48,49,53,50,48,50,49,50,53,55,57,,,,,,,,,,,,,22,22,23,23,24,20,18,20,39,40,45,44,45,42,48,,,,,,
Asia meridional (BIRF y la AIF),,,59,60,61,58,49,49,55,53,51,57,60,54,45,55,40,45,49,49,42,42,,50,50,54,65,54,57,59,52,52,52,55,51,54,51,51,49,48,45,47,50,51,50,51,49,48,46,49,47,44,41,42,42,50,53,51,49,50,
África al sur del Sahara (BIRF y la AIF),,,,,,,,,,,,,,,77,80,79,79,80,79,,66,,,,,,,,,,,,,,,70,68,71,69,66,66,68,66,67,66,66,67,65,68,68,62,64,62,62,64,64,62,62,65,
Trinidad y Tobago,,,,,,,,,33,33,34,38,40,36,19,38,34,40,46,56,49,48,60,75,71,69,75,68,,,,63,67,62,71,76,62,72,71,64,56,65,60,59,65,51,52,50,50,54,50,46,45,37,42,55,,,,,
Túnez,,,63,66,69,72,65,60,63,62,59,64,65,64,57,65,67,68,69,61,58,57,67,64,64,62,65,66,,,71,76,77,78,76,73,75,75,79,80,75,76,74,75,75,72,71,71,65,75,72,68,66,66,67,69,72,70,69,68,
Turquía,,,68,69,73,74,79,81,82,80,77,78,80,79,61,69,69,67,62,58,43,47,48,46,51,54,66,61,,59,61,67,68,71,67,69,70,73,76,74,71,66,66,66,69,66,64,63,58,64,62,59,56,58,60,65,69,62,59,58,
Tuvalu,,,,,,,,,,,,,,,,,,47,39,37,46,44,50,,,52,,,,,,,,,,,,51,57,54,,31,26,,29,22,21,,15,,,,,,,,,,,,
Tanzanía,,,,,,,,,,,,,,,,,66,72,78,78,63,60,,,,,,34,,,,,,,,84,72,66,68,73,67,69,71,65,66,66,62,55,60,66,60,56,55,52,60,42,69,68,69,,
Uganda,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,76,78,69,71,67,69,65,67,65,67,66,62,63,63,66,68,65,61,60,61,60,66,66,63,60,,51
Ucrania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,43,45,41,41,45,48,50,52,57,60,62,59,52,53,53,56,57,57,57,66,64,64,,
Ingreso mediano alto,,,,,,,,,,,,,,,,,,,,,,,,,66,58,60,75,,,,,75,79,79,77,74,74,77,76,72,74,76,76,74,73,72,70,66,69,67,64,64,64,65,68,70,67,66,67,
Uruguay,,,,,,,,,,,60,62,56,,45,50,51,57,52,57,56,57,51,45,46,52,64,69,,,,,,80,77,74,74,76,79,74,69,72,65,59,62,63,60,65,58,63,67,65,61,67,70,72,74,72,69,69,
Estados Unidos,,,40,41,43,47,50,53,56,60,61,63,64,61,52,51,51,51,56,52,50,53,58,61,66,70,75,75,,74,73,75,76,77,78,79,78,78,80,80,77,77,78,76,74,71,70,70,66,70,70,67,69,71,73,78,79,78,77,78,79
Uzbekistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,80,81,78
San Vicente y las Granadinas,,,,,,,,,,,,,,,,,52,,,,53,,,,,,,,,,,,,65,67,68,,63,65,68,61,65,63,63,63,62,62,59,59,56,53,46,45,57,51,57,58,60,57,57,
Venezuela,,,78,79,80,81,81,80,81,82,82,84,84,80,81,83,83,83,84,82,79,78,81,71,72,76,80,77,,,77,80,83,82,79,76,77,81,82,81,81,81,82,77,80,87,70,64,79,77,81,76,76,71,,,,,,,
Islas Vírgenes Británicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Vírgenes (EE.UU.),,,,,,,,,,,40,31,30,25,,,,53,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,75,79,73,74,76,76,73,70,66,70,67,74,72,69,74,76,77,80,80,80,77,78,
Vanuatu,,,,,,,,,,,56,60,62,59,55,61,,,,,52,54,56,59,52,,,,,,,,,65,,,,,,,58,,,,,,63,56,,63,59,52,,,,,,,,,
Mundo,,,51,50,50,51,53,55,57,58,59,61,61,60,54,55,56,56,59,58,54,54,57,58,60,60,66,70,,69,69,71,73,73,74,74,73,73,76,75,72,73,74,73,72,70,68,69,66,68,67,64,64,64,66,70,72,70,69,70,
Samoa,,,56,53,52,49,41,49,48,54,58,54,59,58,50,54,54,60,61,65,57,60,57,57,,,,,,,,,,,,,,,,,,61,33,35,40,38,41,34,32,32,54,49,46,46,48,56,56,53,49,54,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
