Código,Descripción del producto,Valor importado en 2002,Valor importado en 2003,Valor importado en 2004,Valor importado en 2005,Valor importado en 2006,Valor importado en 2007,Valor importado en 2008,Valor importado en 2009,Valor importado en 2010,Valor importado en 2011,Valor importado en 2012,Valor importado en 2013,Valor importado en 2014,Valor importado en 2015,Valor importado en 2016,Valor importado en 2017,Valor importado en 2018,Valor importado en 2019,Valor importado en 2020,Valor importado en 2021
TOTAL,Todos los productos,2875098,3142437,3685247,4419363,4920567,6530363,8153858,5922938,6895088,8541779,8646776,8603906,7984500,8386748,7918034,8612909,9428835,9157061,7971839,11631003
271019,Aceites medios y preparaciones; de petróleo o de mineral bituminoso; que no contienen biodiesel; ...,26432,359435,413506,692028,729672,904705,1404185,790268,1052629,1444769,1522644,1605767,1342740,911885,708484,795951,925663,1030206,671641,978815
271012,"""Aceites ligeros y preparaciones; de petróleo o de minerales bituminosos que> = 90% en volumen ...",0,0,0,0,0,0,0,0,0,0,573927,514662,476673,371538,351153,412143,506361,526778,386227,594780
300490,"""Medicamentos constituidos por productos mezclados o sin mezclar; preparados para usos terapéuticos ...",103508,102417,111938,151108,115697,232412,291339,245593,279583,294413,265266,243930,227255,259221,290551,267396,316967,323203,341610,414973
100590,Maíz (exc. ??las de siembra para siembra),29240,21593,31035,39831,50942,47413,64077,69701,82168,145856,118073,109994,96149,118015,116419,93542,125595,142898,155192,220163
210690,Preparaciones alimenticias; n.c.o.p.,52259,47492,46613,54107,18053,60308,66689,73090,81725,103707,129505,142820,137763,134934,135270,137712,151059,164660,175552,214049
870421,"""Vehículos automóviles para el transporte de mercancías; con solo motor de émbolo (pistón) ...",46979,55904,58095,80230,106905,142927,131831,66858,78841,98859,130922,113509,92788,115575,132714,142457,155027,145053,115982,189774
851712,"""Telefonía celular """"teléfonos móviles"""" o radiotelefonía""",0,0,0,0,0,63566,92047,108594,100265,89113,105480,115970,136280,138950,118648,130831,153162,172460,137788,164971
870323,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",33797,45240,48772,49894,62540,86179,73104,54365,52180,54252,61351,59062,49161,71049,102388,126656,131503,116393,83293,156484
721061,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; laminados en frío o en ...,2915,1843,1059,1988,3779,3212,6347,14794,23737,45112,63448,48217,39970,47166,39003,59069,68591,57269,57871,151851
230400,Tortas y demás residuos sólidos de la extracción del aceite de soja (soya); incluso molidos ...,27263,24743,38246,32426,45005,38741,46723,58045,65572,72883,95476,105949,106680,87119,79829,81783,100068,91531,113309,150447
721049,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; laminados en frío o en ...,1438,1602,2008,4441,561,4106,5618,7008,14797,18930,13314,8380,7265,9975,29762,65271,69559,67360,78670,141565
871120,"""Motocicletas; incl. los ciclomotores; con motor de émbolo """"pistón"""" alternativo de cilindrada ...",791,1191,4255,7823,10734,23107,40982,23023,34015,46846,59023,51914,42712,55831,72398,74493,90177,71617,61492,132321
630900,Artículos de prendería,6539,7945,9153,11727,16330,21813,23685,25491,31533,35364,36966,41972,44747,57660,71204,87108,90585,90236,76128,123926
852872,Aparatos receptores para televisión en color; sin radio receptor incorporado; aparatos reproductodes ...,0,0,0,0,0,20737,37481,37928,55202,50943,58811,52449,49290,56379,62904,55913,75848,77043,46651,115785
020329,Carne de porcinos; congelada (exc. canales o medias canales; así como piernas; paletas y sus ...,2477,3581,4666,4536,5951,7339,9669,11764,16822,13379,12549,26753,31183,37627,41921,51289,57480,63101,71838,114050
720720,Productos intermedios de hierro o acero sin alear; con un contenido de carbono >= 0;25% en ...,522,0,1479,4010,8768,13218,20788,7172,10068,16773,14321,23238,18522,23370,14991,40864,68047,52774,58480,111000
220300,Cerveza de malta,3338,4900,3665,4457,6891,7800,10083,9836,10480,15574,20643,18021,14181,18181,24418,34001,47520,59369,43951,84572
847130,Máquinas automáticas para tratamiento o procesamiento de datos; digitales; portátiles; de peso ...,8513,10990,10045,10846,22504,28691,34981,39659,48826,58186,59529,70427,32236,33267,34133,29850,33549,33456,39615,77036
230990,Preparaciones de los tipos utilizados para la alimentación de los animales (exc. alimentos ...,16112,16808,16088,22891,23592,31873,33268,36079,34256,38003,34403,50764,59915,63030,53930,66046,79554,68431,86965,74663
310210,Urea; incl. en disolución acuosa (exc. en tabletas o formas simil. o en envases de un peso ...,8911,10480,7703,9999,24057,27687,22402,18667,27146,53572,58777,57774,38109,36211,34131,40795,52327,38692,50692,70353
870431,Vehículos automóviles para el transporte de mercancías; con solo motor de émbolo (pistón) de ...,31518,13396,10793,9896,11464,24381,35604,37641,35437,36686,30843,19757,15479,16419,21276,27343,29593,40072,28278,68076
854449,Conductores eléctricos; para una tensión <= 80 V; sin piezas de conexión; n.c.o.p.,222,186,356,155,251,34276,45886,16429,29740,35991,32939,29784,37754,32430,26548,41128,49099,40372,35984,67498
300220,Vacunas para medicina humana,12356,8663,5310,7225,5305,8031,9615,11074,19275,34132,42484,44240,13151,18596,23051,17566,20412,26412,17666,66543
481810,Papel higiénico; en rollos; de anchura <= 36 cm,15403,17440,18185,22454,8190,31043,35935,39067,40883,41531,44842,47260,46178,51968,46673,54492,49508,62290,59136,66038
401120,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en autobuses o ...",9125,9131,10026,13203,14487,20195,15735,11034,14271,17975,19957,18425,23265,31812,33669,37163,39159,38572,31373,62994
721420,Barras de hierro o acero sin alear; con muescas; cordones; huecos o relieves; producidos en ...,8773,9802,15587,14498,13106,22030,22305,24907,24849,36249,33425,31492,25843,31056,51952,39426,50410,38853,37794,62437
271112,Propano; licuado,8464,19292,27387,39475,57619,50438,63364,38027,58134,73882,61837,68191,20156,15812,29265,37519,49585,31845,28176,59414
961900,Compresas y tampones higiénicos; pañales para bebés y artículos similares; de cualquier materia,0,0,0,0,0,0,0,0,0,0,41296,43120,40364,49334,50392,52605,59674,57427,54306,57498
100610,"""Arroz con cáscara o arroz """"paddy""""""",14019,16081,25875,35362,32570,20540,46914,43551,36536,42063,47467,42038,49823,42657,41692,40362,58262,44720,52993,57085
841810,Frigoríficos-congeladores combinados; con puertas o cajones exteriores independientes; o combinaciones ...,1350,2014,1754,1105,4345,6251,4388,7540,8733,15708,15634,561,778,1872,383,867,22588,31337,26147,54135
851762,Máquinas para la recepción; conversación y transmisión o regeneradores de voz; imagenes; incl. ...,0,0,0,0,0,11668,34695,18863,24805,23545,23794,26146,29489,32400,36005,31828,43423,53643,42252,53621
382200,Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico ...,3140,3486,3776,4417,4517,6267,7454,7435,10440,12667,20668,9424,10607,17827,18318,18764,18694,22596,48762,53472
392330,"""Bombonas """"damajuanas"""" botellas; frascos y artículos simil. para transporte o envasado; de ...",24539,20296,18423,22842,9393,34957,43148,31812,37423,40696,38100,37091,33557,31838,29517,30231,31017,35481,44471,52607
870422,"""Vehículos automóviles para el transporte de mercancías; con solo motor de émbolo (pistón) ...",25702,10919,9449,15713,23304,31024,41357,31360,25130,27750,27575,20003,17531,19777,18946,21450,23770,23356,19008,52375
220299,bebidas no alcohólicas (exc. agua; jugos de frutas o vegetales; leche y cerveza),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27380,22172,31743,33180,51921
330210,Mezclas de sustancias odoríferas y mezclas; incl. las disoluciones alcohólicas; a base de una ...,19685,19513,19682,20957,24298,30288,29443,30672,35377,27918,11967,16902,15217,34370,36325,38985,39689,43262,44858,51884
100199,Trigo y morcajo (exc. ??las de siembra para la siembra; y el trigo duro),0,0,0,0,0,0,0,0,0,0,58408,72234,55840,48186,59877,36816,61871,44095,34116,49545
721070,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; laminados en frío o en ...,894,1492,1775,2574,1499,4916,5666,3966,7047,12283,16427,13954,9375,10602,19558,21426,25679,28051,20401,47423
300420,"""Medicamentos; que contengan antibióticos; dosificados """"incl. los administrados por vía transdérmica"""" ...",6052,7061,7422,8216,4603,16919,25458,28224,31206,47660,35548,36961,28905,32801,35308,33711,41125,35327,36665,46030
210390,"""Preparaciones para salsas y salsas preparadas; condimentos y sazonadores; compuestos (exc. ...",9754,11038,20575,22363,13175,27629,22530,20397,21805,28172,30958,32044,29135,29610,34420,35038,36425,39257,34470,45679
252329,Cemento Portland; normal o moderado (exc. blanco; incl. coloreado artificialmente),2,27,52,8,52,71,247,1064,191,168,176,87,152,80,19,69,3572,19273,19217,45476
310530,"""Hidrogenoortofosfato de diamonio """"fosfato diamónico"""" (exc. en tabletas o formas simil. o ...",3,95,972,5341,8076,10002,21090,6913,4101,24,2725,22525,15640,23576,26426,24091,34771,24231,29885,43684
190590,"""Productos de panadería; pastelería o galletería; incl. con adición de cacao; hostias; sellos ...",10298,8851,10420,16440,4738,32687,39590,39596,39073,53843,57103,61539,59268,65586,73214,67119,47273,43254,32057,43233
380893,Herbicidas; inhibidores de germinación y reguladores del crecimiento de las plantas; presentados ...,0,0,0,0,0,15170,19924,17375,18684,30828,32322,37865,41506,36679,30850,35228,38726,34224,41658,42395
390110,Polietileno de densidad < 0;94; en formas primarias,15438,14670,20066,22637,25751,28536,35811,24699,34274,39409,39989,39739,35679,32932,32106,29693,31574,24215,24406,42074
151110,Aceite de palma en bruto,440,572,945,316,8049,787,75,643,101,3257,4071,11382,14091,21423,10007,31712,30996,13222,23687,41527
220210,Agua; incl. el agua mineral y la gaseada; con adición de azúcar u otro edulcorante o aromatizada; ...,3822,13293,18295,27491,2749,50311,52092,44476,29109,32386,34410,32259,29134,33975,39851,44061,45616,46323,33100,41224
100119,Trigo duro (exc. ??las de siembra para siembra),0,0,0,0,0,0,0,0,0,0,7134,12870,12532,10669,5654,8866,18643,24195,32786,40174
310420,Cloruro de potasio; para su utilización como abono (exc. en tabletas o formas simil. o en envases ...,0,0,0,0,57,114,393,1176,2373,2297,1670,11800,17237,6038,8131,12704,15720,18605,28917,39404
170490,Artículos de confitería sin cacao; incl. el chocolate blanco (exc. chicle),7429,8002,9392,9835,14026,16581,19318,19240,21503,23906,25832,25716,24786,25658,26276,28697,33325,30967,26704,39395
720916,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; enrollados; simplemente ...,193,405,176,170,61,30,170,1417,290,318,760,1132,1041,757,1833,13062,16941,14722,18380,38641
392690,Artículos de plástico y manufacturas de las demás materias de las partidas 3901 a 3914; ncop ...,6512,4836,5747,6728,9007,10130,13709,10889,13044,13517,15841,18411,17329,19323,20322,21087,23091,26284,23099,36568
230910,Alimentos para perros o gatos; acondicionados para la venta al por menor,2793,2846,3056,3791,4988,6616,8986,9397,9302,11649,11707,15000,14460,15992,18383,18077,20451,21427,25758,36269
380891,Insecticidas; presentados en formas o envases para la venta al por menor; o como preparaciones ...,0,0,0,0,0,8337,12263,12334,17332,17169,20961,23612,22078,28825,31080,29729,26261,29679,37706,33978
730661,Tubos y perfiles huecos; soldados; de sección cuadrada o rectangular,0,0,0,0,0,5388,6071,5252,5517,7298,7041,7372,8333,15202,9909,14933,17849,20789,13883,32569
850710,"""Acumuladores de plomo; de los tipos utilizados para arranque de motores de émbolo """"pistón"""" ...",4071,5032,5014,6006,7967,10552,12206,11932,14532,16959,15056,17030,17361,18461,21461,22691,25147,25559,23311,30758
761290,Depósitos; barriles; tambores; bidones; botes; cajas y recipientes simil.; de aluminio; incl. ...,9183,7191,6400,6589,7888,9127,10221,11324,11086,12301,11981,15727,14913,19593,18996,22410,22970,22855,26699,29763
210500,Helados; incluso con cacao,4390,4514,4751,6018,7406,8798,10173,9607,10778,12311,13023,15234,12491,14409,13961,15641,18697,20362,20501,29664
950300,Triciclos; patinetes; coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas ...,0,0,0,0,0,17035,16188,12576,15981,18563,16765,17093,14168,16284,21513,23498,21127,23378,14849,29611
392020,Placas; láminas; hojas y tiras; de polímeros no celulares de propileno y sin esfuerzo; estratificación ...,8801,8231,11361,14196,14393,13525,13527,11637,11878,17137,22143,19142,18309,17045,15595,15648,18705,17738,20431,28893
480441,"""Papel y cartón Kraft; sin estucar ni recubrir; en bobinas """"rollos"""" de anchura > 36 cm o ...",0,0,0,0,0,0,0,0,0,0,0,0,0,1496,15070,13578,18828,17937,18616,28282
391723,Tubos rígidos; de polímeros de cloruro de vinilo; incl. con accesorios,6135,8300,9842,10923,11325,16011,19039,14493,14622,19230,18468,18971,20026,21450,22412,24986,17713,20068,17954,28043
190531,Galletas dulces (con adición de edulcorante),0,7631,9236,10844,6055,12544,17757,18639,19668,23745,25601,26279,27385,29531,24394,24349,23930,23206,22261,28009
080440,"""Aguacates """"paltas""""; frescos o secos""",719,900,1541,1221,2013,2528,3080,4926,5832,5007,8770,9716,9006,11035,9841,9238,14539,14464,20622,27440
870322,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",7304,6480,5792,4025,11057,17797,15187,7672,8116,9438,12376,14037,14511,15938,18150,18854,24179,24861,15119,27204
340290,Preparaciones tensoactivas; preparaciones para lavar; incl. las preparaciones auxiliares de ...,6761,8533,12099,11019,3994,12333,20834,28016,41199,31712,23428,25575,22375,24296,22449,20853,17660,18126,21743,27203
870324,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",6280,7181,5913,4961,11313,20792,28229,22006,28752,23014,24198,19092,14565,18122,19363,19466,19507,18538,11721,26911
630790,Artículos de materia textil; confeccionados; incl. los patrones para prendas de vestir; n.c.o.p.,336,497,536,546,847,852,894,1082,1094,1364,1358,2001,4169,2877,3174,3801,3046,4828,111159,26197
690722,Baldosas y losas para pavimentos; chimeneas o muros; de un coeficiente de absorción de agua ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22009,19452,18526,12571,26187
390120,Polietileno de densidad >= 0;94; en formas primarias,2716,3475,3995,5221,6876,7041,11465,7700,9262,11243,14741,18923,15319,15988,15694,17695,17802,13943,12604,25473
392410,Vajilla y demás artículos para servicio de mesa o de cocina; de plástico,7528,8064,8030,10360,12755,14690,16559,15816,19481,20831,22117,20931,19316,23810,25136,23207,22190,19634,13897,25382
732111,Aparatos de cocción y calientaplatos; de uso doméstico; de fundición; hierro o acero; de combustibles ...,3164,3974,3840,3006,5183,7141,6691,6309,7279,8365,8140,7338,5639,8610,8030,10282,11960,12028,10532,25356
380892,Fungicidas; presentados en formas o envases para la venta al por menor; o como preparaciones ...,0,0,0,0,0,6515,9579,11937,12153,15813,18208,21198,21600,22194,21568,25059,23512,22951,24285,25153
845020,Máquinas para lavar ropa; de capacidad unitaria; expresada en peso de ropa seca > 10 kg,4067,4610,4172,4920,7668,8193,10046,5551,8306,7498,10694,7911,7877,9257,10732,11602,14610,13483,11845,24672
230110,"""Harina; polvo y """"pellets""""; de carne o de despojos; impropios para la alimentación humana; ...",2053,2431,3116,3882,2893,2764,4038,5631,8058,9713,11261,13070,11754,12834,13726,13913,15998,11431,15857,24502
020714,Trozos y despojos comestibles; de gallo o de gallina; de especies domésticas; congelados,1848,1674,1655,2649,2569,2641,4691,6238,7670,8045,9727,9308,11361,14350,17189,20298,19666,21463,19585,23970
200410,"""Patatas """"papas""""; preparadas o conservadas sin vinagre ni ácido acético; congeladas""",239,250,608,1598,3024,4418,6505,5647,5842,6551,7935,8069,7694,8954,14007,15859,17017,19712,14231,23734
390761,"""Poli""""tereftalato de etileno""""; en formas primarias; con un índice de viscosidad >= 78 ml/g""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089,37059,29528,10303,23480
392010,Placas; láminas; hojas y tiras; de polímeros no celulares de etileno y sin esfuerzo; estratificación ...,4354,4840,5205,6921,7452,8984,8733,9586,9202,11252,11914,10537,11834,14086,13447,14794,17541,18443,17497,22879
230330,Heces y desperdicios de cervecería o de destilería,17,192,353,704,1844,2622,7185,5770,6561,11387,12599,13857,10142,10393,8740,8551,13122,14322,17093,22804
300432,"""Medicamentos; que contengan hormonas corticosteroides; sus derivados y análogos estructurales ...",393,102,86,736,78,262,2386,3687,6839,12642,25189,12483,10596,15112,15346,11394,18137,17384,16698,22719
392321,"""Sacos """"bolsas""""; bolsitas y cucuruchos; de polímeros de etileno""",1866,2399,3709,5687,2893,8758,9287,11013,12603,14785,18008,20791,18873,19871,19857,20798,23006,21417,16117,22616
300450,"""Medicamentos; que contengan provitaminas; vitaminas; incl. los concentrados naturales; o sus ...",7714,9792,13083,16699,6799,27196,32825,29537,31696,27215,36014,21893,22446,27157,30503,29651,29977,20048,19647,22484
840999,"""Partes identificables como destinadas exclusiva o principalmente a motores de émbolo """"pistón"""" ...",6871,18694,22979,19277,30257,23681,24414,36125,9031,15435,19514,20506,22355,14353,12573,15549,12248,19371,17009,22376
190190,Extracto de malta; preparaciones alimenticias de harina; grañones; sémola; almidón; fécula ...,7427,10362,9867,10959,9978,13873,4074,8973,8711,21981,22312,25776,29316,26587,26874,27387,26707,18219,21408,21523
390140,copolímeros de etileno-alfa-olefinas; que tienen una gravedad específica de <0;94; en formas ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101,11204,9686,10054,21369
080810,Manzanas; frescas,4629,4498,5797,6175,9517,10909,11857,9352,12415,15044,15136,12546,11651,12017,12260,13399,14451,15547,14269,21203
850440,Convertidores estáticos,1536,1900,3569,4201,5352,7659,10494,6954,8575,10871,11248,13232,16007,69187,13552,21497,14461,19367,16989,21093
320810,Pinturas y barnices a base de poliésteres; dispersos o disueltos en un medio no acuoso; disoluciones ...,5138,6053,6792,9191,13265,15358,16416,14761,15563,16068,14945,13525,13936,14958,15258,17008,16978,17539,15471,21081
481910,Cajas de papel o cartón corrugado,11872,10077,3667,8129,1288,7678,7938,5269,5602,6392,6533,9483,10574,17406,17753,17002,18152,15978,14767,20673
720917,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; enrollados; simplemente ...,1257,2887,2469,1242,1185,1087,3222,807,2164,2985,3473,2456,2467,1720,981,6866,12145,6267,5589,20630
190410,Productos a base de cereales obtenidos por inflado o tostado; p.ej. hojuelas; copos de maíz,12519,13832,12999,15799,3430,19925,21358,22822,27300,24740,24374,24856,22668,26719,26310,22651,25243,21162,21944,20426
110220,Harina de maíz,7764,7008,9959,18394,10712,33390,35185,17138,12868,22504,22471,22793,15553,18058,21852,16130,18550,20663,20760,20307
870333,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",11869,18259,19328,18464,22965,28897,22669,12478,22252,16952,20542,18061,14276,13696,14567,13045,23156,18812,11301,19900
330590,Preparaciones capilares (exc. champúes; preparaciones para ondulación o desrizado permanentes; ...,4984,5576,4898,5478,6864,8009,9052,10240,10840,11892,12379,14258,15029,15479,16081,17074,15898,16143,15261,19213
271311,Coque de petróleo; sin calcinar,0,0,6,0,5398,4769,2436,6784,12689,16036,6353,9444,10225,9197,9446,25618,47479,24707,6358,19156
851660,"""Hornos; cocinas; calentadores; incl. las mesas de cocción; parrillas y barcacoas """"parrillas"""" ...",4746,5650,6163,6627,9825,10705,9534,7320,8297,9856,9637,7734,7403,9291,9824,10851,11360,11823,9345,19149
392350,Tapones; tapas; cápsulas y demás dispositivos de cierre; de plástico,4579,5143,5418,6683,2285,9389,12910,10395,13784,14917,15706,17303,14909,18073,17301,18615,18725,18741,15512,19123
320910,Pinturas y barnices a base de polímeros acrílicos o vinílicos; dispersos o disueltos en un ...,804,1018,805,873,583,1516,2287,2324,2571,3308,4766,5055,7268,8802,9976,12379,14141,13633,11042,19026
870120,Tractores de carretera para semirremolques,71,77,488,126,1663,2183,2045,985,1160,6877,10381,10389,10268,8447,9276,13511,15597,18963,7323,18992
690721,Baldosas y losas para pavimentos; chimeneas o muros; de un coeficiente de absorción de agua ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13558,7884,9038,7568,18663
940370,Muebles de plástico (exc. asientos y mobiliario para medicina; cirugía; odontología o veterinaria),2552,2482,3050,4055,5841,6477,7349,4660,6702,7757,7592,7305,6920,7279,8330,10341,12131,9920,11174,18407
870880,Amortiguadores de suspensión para tractores; vehículos automóviles para transporte de >= 10 ...,1671,1725,1796,1625,2359,3585,3806,3651,4197,6329,5964,6336,6501,8245,9023,10781,12350,13089,9631,18307
848180,Artículos de grifería y órganos reguladores simil. para tuberías (exc. válvulas reductoras ...,2410,3109,4058,4203,4910,7060,7921,5181,8204,9837,7532,7728,7972,10056,11655,12625,14533,13710,10600,18164
310230,Nitrato de amonio; incl. en disolución acuosa (exc. en tabletas o formas simil. o en envases ...,2547,2949,3625,9061,8725,9388,16865,6245,4397,14343,7400,11169,11191,4222,5795,10506,11905,8244,14004,17971
210410,Preparaciones para sopas; potajes o caldos,8461,9288,7842,11606,15332,17695,17853,17095,18443,18236,18883,20274,18705,20951,21817,23331,14204,13955,16201,17737
330499,Preparaciones de belleza; maquillaje y para el cuidado de la piel; incl. las preparaciones ...,3919,4108,4766,5352,7369,8181,9833,9681,11931,14537,15110,13937,13998,15700,16750,16862,16826,18539,12447,17311
330290,Mezclas de sustancias odoríferas y mezclas; incl. las disoluciones alcohólicas; a base de una ...,5061,5256,6605,7394,7205,6477,6282,6127,6705,7115,8553,12904,11770,14184,15161,17771,20280,22025,20606,17078
731300,Alambre de púas; de hierro o acero; alambre (simple o doble) y fleje; torcidos; incluso con ...,1574,1732,2183,2195,3254,3075,4006,2700,2335,2959,2381,2572,1931,2301,2228,2010,2819,5028,6276,17076
300214,Productos inmunológicos; mezclados; sin dosificar ni en formas o envases para la venta al por ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,8776,17072
160100,Embutidos y productos similares de carne; despojos; sangre o insectos; preparaciones alimenticias ...,3766,3513,3628,5652,5935,7935,10529,9691,11616,12784,13624,14973,15806,15750,16990,14028,13043,12288,13483,17030
190120,Mezclas y pastas de harina; grañones; sémola; almidón; fécula o extracto de malta; sin cacao ...,2367,1686,1053,1437,2490,5172,5325,5205,6129,7130,8446,9559,9329,11383,11486,12854,13234,14154,12175,16976
841850,"""Armarios; arcones """"cofres""""; vitrinas; mostradores y muebles simil. para la producción de ...",937,777,811,556,5571,12480,13115,8951,13279,10745,7595,12312,14678,13057,13065,11968,13091,12985,9621,16894
390210,Polipropileno; en formas primarias,4585,3956,5711,6937,6797,8443,10232,6462,10475,12857,8173,9543,9823,9823,10201,8007,10928,9091,9452,16755
300410,"""Medicamentos; que contengan estreptomicinas o derivados de estos productos; incl. en compuestos ...",2007,1332,1984,5606,13268,19925,12229,10828,11916,14281,14423,13480,11171,10202,13973,8279,11301,13643,11538,16704
382499,productos químicos y preparaciones de las industrias químicas o afines; incl. las mezclas de ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12559,14943,11010,12455,16493
841381,Bombas para líquidos; accionadas mecánicamente (exc. así como bombas de las subpartidas 8413.11 ...,3859,3212,4703,4568,5984,6661,6560,5539,6037,6648,7783,11852,14066,8946,8257,7831,6336,9638,9159,16292
392490,Artículos de uso doméstico y artículos de higiene o tocador; de plástico (exc. vajilla y demás ...,1824,2221,2609,3135,4527,4805,5216,4264,6458,6663,6124,7491,6627,7795,8626,9304,10527,10310,10070,16098
870899,Partes y accesorios de tractores; vehículos automóviles para transporte de >= 10 personas; ...,13287,13049,13278,15032,18326,18780,20174,14096,14082,15557,13101,11214,12088,15669,14463,14191,16962,13199,8607,15995
160232,Preparaciones y conservas de carne o despojos; de gallo o gallina; de especies domésticas (exc. ...,537,948,1158,999,693,1030,1755,3231,4633,4709,3242,5208,5297,6565,8551,7790,9669,10950,10184,15875
851770,Partes de telefonos; telefonos celulares o para radiofonias u otros aparatos de transmisión ...,0,0,0,0,0,6874,9365,5047,10227,5698,7960,5463,11372,10579,12408,10643,9503,10845,8034,15628
940320,Muebles de metal (exc. de los tipos utilizados en oficinas; asientos y mobiliario para medicina; ...,2867,3450,3759,4722,8645,9848,10523,7654,9375,9886,11374,9566,11456,10289,12893,12236,13215,11405,7902,15539
071333,"""Judías """"porotos; alubias; frijoles; fréjoles"""" común """"Phaseolus vulgaris""""; seca y desvainada; ...",715,923,1637,2346,1068,6577,7801,10245,5029,4460,2192,7784,15015,15110,12397,10972,15651,15429,14532,15425
300439,"""Medicamentos; que contengan hormonas o esteroides utilizados como hormonas pero sin antibióticos; ...",2498,5129,5829,3233,1764,7657,7207,2610,4546,5528,8060,7616,5152,6744,7791,8162,12937,13342,12446,15170
842959,Palas mecánicas; excavadoras; cargadoras y palas cargadoras; autopropulsadas (exc. palas mecánicas ...,1347,3131,1871,1659,4223,7923,9237,2339,6711,5398,6764,4380,2656,6529,3049,7627,10925,7793,5500,15119
840991,"""Partes identificables como destinadas exclusiva o principalmente a motores de émbolo """"pistón"""" ...",4477,3955,3877,4086,7179,6055,11969,7252,12589,19371,11064,11161,7932,9296,12685,12074,14265,11403,10343,15076
842952,Palas mecánicas; autopropulsadas; cuya superestructura pueda girar 360°,1581,1878,1123,3457,4123,5190,8123,6257,2017,4004,10327,10811,10938,11365,8915,7711,9477,4762,4628,15067
040210,"""Leche y nata """"crema""""; en polvo; gránulos o demás formas sólidas; con un contenido de materias ...",2961,3392,4367,2866,8838,1728,11838,10539,3632,12214,8676,296,7453,7991,1452,4294,21186,12765,11758,15038
401110,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en automóviles ...",4298,3725,3606,5849,5854,8954,9828,7376,10714,12380,12510,11456,11461,11475,13446,13080,12759,11294,7992,15007
210320,Ketchup y demás salsas de tomate,1704,1685,4203,4112,1789,5955,8159,9457,10218,11438,11371,10957,10726,13226,13030,13991,13171,13625,14667,14947
200290,Tomates; preparados o conservados sin vinagre ni ácido acético (exc. enteros o en trozos),5982,6233,1724,1917,2642,5401,9329,11161,10524,13317,11733,10496,11562,12637,11647,11276,10487,10047,13696,14936
871200,Bicicletas y demás velocípedos; incluidos los triciclos de reparto; sin motor,4832,7014,6010,7749,9857,8291,7318,5419,7249,7705,8214,6518,6053,7049,6398,5908,7676,5904,5178,14604
040620,Quesos y requesón - Queso de cualquier tipo; rallado o en polvo,838,729,646,581,706,551,471,639,916,1697,1828,4583,5302,5160,4854,7622,11338,12797,10010,14320
392590,"""Elementos estructurales para la construcción de suelos; paredes; tabiques; techos o tejados; ...",400,517,666,969,1503,1600,2034,1720,2070,2288,2390,2479,2407,3073,3465,4608,5032,6659,6586,14301
481920,Cajas y cartonajes; plegables; de papel o cartón; sin corrugar,18623,23657,23075,26397,11331,16887,23781,28094,25014,28347,29097,24450,21645,15089,15317,12747,14479,11309,12656,14280
330720,Desodorantes corporales y antitranspirantes,3258,3118,3499,3824,4783,5043,5745,6379,8319,9335,10673,10415,10315,11999,13455,12673,13933,14456,12960,14198
340111,Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón; en barras; panes; ...,5273,4683,4483,5064,6169,7669,10623,8595,10436,12836,11387,11675,11266,13754,13984,14541,13730,13397,12799,14143
330510,Champúes,5144,5316,5221,7323,8063,10602,10221,12862,13370,14984,16082,17669,15601,16942,17543,18365,17834,17987,15274,14112
721621,Perfiles en L; de hierro o acero sin alear; simplemente laminados o extrudidos en caliente; ...,3274,4344,5115,6002,8978,8784,15583,6228,6983,9927,10473,7566,7529,8760,6083,8158,5420,3070,6162,14076
080610,Uvas frescas,2732,3096,4141,3609,5171,7076,6426,7546,8362,10494,11324,9351,9314,9453,8935,10459,9924,10655,10617,14060
730630,Tubos y perfiles huecos; soldados; de sección circular; de hierro o acero sin alear (exc. tubos ...,3105,3241,4331,5497,598,6166,7836,8435,4002,5259,4810,5535,8141,10009,9676,11090,9097,8860,6873,14055
