Código,Descripción del producto,Valor exportado en 2002,Valor exportado en 2003,Valor exportado en 2004,Valor exportado en 2005,Valor exportado en 2006,Valor exportado en 2007,Valor exportado en 2008,Valor exportado en 2009,Valor exportado en 2010,Valor exportado en 2011,Valor exportado en 2012,Valor exportado en 2013,Valor exportado en 2014,Valor exportado en 2015,Valor exportado en 2016,Valor exportado en 2017,Valor exportado en 2018,Valor exportado en 2019,Valor exportado en 2020,Valor exportado en 2021
TOTAL,Todos los productos,5029751,6038499,7606121,9869357,12727796,13800364,18818325,13863050,17489922,22342524,23852017,24957644,25724432,18330608,16797667,19092352,21627978,22329379,20226568,26269228
270900,Aceites crudos de petróleo o de mineral bituminoso,1838496,2372314,3898508,5396840,6934010,7428356,10567947,6284131,8951941,11799973,12711229,13411759,13016020,6355235,5053937,6189824,7853414,7731163,4684794,7278164
030617,Camarones y langostinos congelados; incluso ahumado; incluso pelados o no; incl. camarones ...,0,0,0,0,0,0,0,0,0,0,0,1223394,1941021,1894670,2254581,2680773,2922137,3675300,3626519,5090381
080390,Plátanos frescos o secos (plátanos excl.),0,0,0,0,0,0,0,0,0,0,0,2248951,2494197,2731333,2657015,2953744,3134736,3185474,3577051,3393035
271019,Aceites medios y preparaciones; de petróleo o de mineral bituminoso; que no contienen biodiesel; ...,170911,153436,227943,354872,498672,749696,989777,594877,677167,1033855,863668,551717,200153,294102,380756,728341,946330,945852,563504,1319767
160414,"""Preparaciones y conservas de atún; de listado y de bonito """"Sarda spp.""""; enteros o en trozos ...",194642,211244,181970,250902,303399,329981,532251,334603,322811,563741,833977,1034111,1005391,706850,741363,1055478,1126408,1066211,1033422,1135871
180100,Cacao en grano; entero o partido; crudo o tostado,89173,112556,102364,114011,143288,190441,216511,342648,350199,471652,346191,433272,587528,705415,621970,573016,672949,657272,816392,819457
060311,"""Rosas """"flores y capullos""""; cortadas para ramos o adornos; frescas""",0,0,0,0,0,0,539143,475915,438400,503580,577281,610459,697617,604459,600569,597771,605481,648989,591243,649086
261690,Minerales de los metales preciosos y sus concentrados (exc. minerales de plata y sus concentrados),0,0,0,0,0,0,0,1259,9883,14667,27623,53038,33651,539,23950,68745,77288,98850,361060,591136
710812,Oro; incl. el oro platinado; en bruto; para uso no monetario (exc. en polvo),10958,10774,11023,14880,32822,60849,88607,53595,70082,131305,387161,420235,731838,680409,261729,167571,170288,194162,378490,572623
260300,Minerales de cobre y sus concentrados,141,197,314,410,396,1428,3848,3081,6784,14088,16289,21402,21678,1231,9561,29216,31940,31624,177473,490126
030616,"""Camarones y langostinos congelados""""Pandalus spp. Crangon crangon""""; incluso ahumado; incluso ...",0,0,0,0,0,0,0,0,0,0,0,564987,568453,381476,325572,362259,267611,215231,197016,232938
060319,Flores frescas y capullos; cortados; de una; para ramos o adornos (excepto rosas; claveles; ...,0,0,0,0,0,0,10662,51162,131843,150195,163569,178355,182916,170663,164485,180394,188386,184454,188258,216423
441019,"""Tableros de partículas y tableros similares; de madera u otras materias leñosas; incl. aglomeradas ...",0,0,0,0,0,0,32405,32451,38475,52480,61304,66909,77913,82706,86518,95667,116566,122671,117703,187198
071080,"""Hortalizas; incl. """"silvestres""""; aunque estén cocidas en agua o vapor; congeladas (exc. patatas ...",11,11,6,1,18,13,109,113,22532,39182,42405,39211,46660,79977,88900,102591,118763,137943,157189,159249
732111,Aparatos de cocción y calientaplatos; de uso doméstico; de fundición; hierro o acero; de combustibles ...,17435,11746,23551,38598,58521,84538,96815,83567,73699,79038,110508,107277,93239,74579,68712,78789,74272,63234,65810,125581
080310,Plátanos frescos o secos,0,0,0,0,0,0,0,0,0,0,0,83256,96009,88720,84990,84997,103548,125114,105385,107286
442199,Artículos de madera; ncop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13657,63335,93494,168882,105490
081090,"""Tamarindos frescos; los anacardos; la jaca; litchis; sapotillos; maracuyá; carambola; pitahaya ...",400,219,323,617,6157,714,687,753,918,1371,1571,2122,2487,5454,10228,16345,38202,69241,92677,99707
230120,"""Harina; polvo y """"pellets""""; de pescado o de crustáceos; de moluscos o demás invertebrados ...",11871,19264,21135,22139,43931,65995,71419,79917,102919,119529,117079,149897,112126,119504,157759,119633,75848,61434,62533,96505
440722,Virola; imbuia y balsa; cortadas o desenrolladas; de espesor > 6 mm (exc. cepilladas; lijadas ...,0,0,0,0,0,0,64497,47270,75761,81500,76498,76295,109777,152123,121894,90615,67540,126936,402145,91725
240110,Tabaco; sin desvenar o desnervar,14523,14785,19197,22175,23007,24046,24574,31831,30282,31712,32861,35745,45954,45385,43124,66429,71323,76597,73091,85286
440349,Madera tropical en bruto; incluso descortezada o de albura; o desbastada (exc. ​​Teca; meranti ...,1142,924,743,485,3157,5096,3772,6708,7106,11164,19410,24490,33491,20794,32960,42257,37494,50029,40312,82380
740400,Desperdicios y desechos; de cobre,287,237,595,2946,15921,41366,42670,17083,31034,47382,52864,54845,52091,34887,27247,39941,47542,49941,40914,80474
200899,Frutas y demás partes comestibles de plantas; preparados o conservados; incluso con adición ...,13586,12801,16183,17176,25914,28642,17815,21230,23163,23157,24854,23709,25146,28511,36267,52583,73345,67284,69044,74956
230990,Preparaciones de los tipos utilizados para la alimentación de los animales (exc. alimentos ...,4555,2006,3073,4110,6244,6335,15626,22974,23902,36996,35267,36172,32397,37303,41811,59726,62651,67860,74708,73586
151190,Aceite de palma y sus fracciones; incl. refinados; sin modificar químicamente (exc. aceite ...,7423,14083,15398,11657,12800,19769,41283,47044,49155,81715,88492,68257,54406,59395,48116,67678,57864,58071,60751,71323
180310,Pasta de cacao; sin desgrasar,12586,16545,10041,6986,6804,8881,29074,18990,18335,30040,20231,25076,35088,37242,45165,24956,33225,46638,72393,68204
151110,Aceite de palma en bruto,7163,17830,19781,36219,46685,101554,149198,94302,91332,220460,212423,140172,164321,165992,180035,162707,134765,68778,59489,67968
441231,Madera contrachapada consistente de tableros de madera de <=6mm; con madera tropical en el ...,0,0,0,0,0,0,32,0,21,0,0,0,51,331,214,14882,44603,40396,56169,67004
030354,"""Caballa """"Scomber scombrus; Scomber australasicus; Scomber japonicus"""" congelada""",0,0,0,0,0,0,0,0,0,0,0,1941,3018,3346,5868,7529,6766,4252,12214,65969
200891,Palmitos; preparados o conservados; incl. con adición de azúcar u otro edulcorante o alcohol ...,21964,28065,33071,39836,48806,64760,73646,54188,61505,73443,73706,78084,81919,71649,65649,61363,62587,54690,60921,65690
392020,Placas; láminas; hojas y tiras; de polímeros no celulares de propileno y sin esfuerzo; estratificación ...,10344,12426,12076,11275,10127,11941,17126,16560,35890,44169,52806,57799,54304,41774,36678,30360,37495,36527,34527,62538
210111,Extractos; esencias y concentrados de café,31049,30219,42808,57694,65534,96755,106906,92746,104643,143157,184623,190132,153045,126639,129536,101901,69412,70929,59840,61653
200799,"""Confituras; jaleas y mermeladas; purés y pastas de frutas u otros frutos; obtenidos por cocción; ...",2947,5197,5212,7342,9615,12189,31092,30741,36204,42255,41826,47784,50315,51250,44438,48713,49710,49156,48306,54647
080430,"""Piñas """"ananás""""; frescas o secas""",12753,21241,24627,29913,30369,33580,37180,44312,41238,41805,30317,25863,26948,31967,37474,44340,41150,42694,41339,50573
080450,Guayabas; mangos y mangostanes; frescos o secos,12854,17375,18133,18173,23101,21491,15608,22622,18100,23728,35836,38120,32484,37567,45246,44776,44865,42708,44141,49284
160521,Camarones y langostinos; preparados o conservados; no en envases herméticamente cerrados (sin ...,0,0,0,0,0,0,0,0,0,0,0,4846,8683,12698,9472,9456,17453,16253,21670,47703
030389,Pescado congelado; nep,0,0,0,0,0,0,0,0,0,0,0,14166,19550,19559,52115,40246,31057,61101,46880,47531
030499,Congelados de carne de pescado ncop (exc. ??filetes),0,0,0,0,0,0,19511,17027,17847,24809,32106,26724,38535,27100,26182,29951,50465,30171,33997,47474
160413,Preparaciones y conservas de sardina; de sardinela y de espadín; enteros o en trozos (exc. ...,24401,21816,23630,29046,36190,30147,45035,51105,51950,50866,55108,73988,85218,82523,65260,48447,34186,34111,46863,46313
780110,Plomo refinado; en bruto,0,317,288,161,438,4540,2292,3773,5584,8155,9712,18510,21421,32759,26467,53963,52440,62129,35228,44556
160420,Preparaciones y conservas de pescado (exc. entero o en trozos),114287,147149,115075,152170,217374,216513,314591,235556,218264,243283,210612,213370,128491,111032,70341,50206,43031,41897,50802,41923
081190,"""Frutos comestibles; sin cocer o cocidos en agua o vapor; congelados; incl. con adición de ...",8349,7838,8668,7561,11237,14149,16760,17030,16973,18243,20744,21924,29809,31548,31428,31804,21783,18977,25921,37785
401110,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en automóviles ...",13273,11163,14344,14862,19770,28012,32159,20536,20604,34920,44217,43068,29234,19586,25970,30003,31844,31955,26977,37113
200989,Jugo de frutas o verduras; no fermentados; con o sin adición de azúcar u otro edulcorante (excepto ...,0,0,0,0,0,0,0,0,0,0,0,46872,91177,68358,56054,49195,37210,24926,32288,36875
760429,Barras y perfiles macizos; de aleaciones de aluminio; n.c.o.p.,9067,6104,10154,24299,41776,9841,6286,3689,5136,8315,10891,13646,12619,12387,11015,18839,26787,22580,25041,36263
530500,Coco; abacá [cáñamo de manila (Musa textilis Nee)]; ramio y demás fibras textiles vegetales ...,0,0,0,0,0,0,14932,12901,13149,12911,16997,13935,12990,14771,25145,22520,19964,28015,32731,35825
854449,Conductores eléctricos; para una tensión <= 80 V; sin piezas de conexión; n.c.o.p.,0,0,0,0,0,5927,21425,12341,10147,16473,14624,16052,13358,18748,14846,22957,27209,33890,31182,34592
151620,Grasas y aceites de origen vegetal y sus fracciones; parcial o totalmente hidrogenados; interesterificados; ...,9347,8463,9619,9919,13432,16725,28022,16458,29003,44215,41118,33109,30632,34833,26415,30986,24552,18901,18010,34064
390761,"""Poli""""tereftalato de etileno""""; en formas primarias; con un índice de viscosidad >= 78 ml/g""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280,26043,22907,16382,32863
961900,Compresas y tampones higiénicos; pañales para bebés y artículos similares; de cualquier materia,0,0,0,0,0,0,0,0,0,0,0,13643,11603,18056,14650,13067,16593,18808,18095,32243
030487,"""Filetes congelados de atún """"del género Thunnus""""; listados o bonitos de vientre rayado """"Euthynnus ...",0,0,0,0,0,0,0,0,0,0,0,6063,12587,17953,23946,21974,18820,26462,19878,32030
060390,Secos; blanqueados; teñidos; impregnados o preparados de otro modo las flores y capullos; de ...,1769,1897,1421,1261,2217,4180,6678,10205,17240,7314,9327,19224,15740,17051,14896,16996,23204,21486,18952,29638
160419,"""Preparaciones y conservas de pescado; enteros o en trozos (exc. ??picados; ahumados simplemente; ...",60,387,1255,1116,1018,1223,4312,4130,4460,11402,12185,11850,11867,13463,14354,11280,26024,35146,31998,28260
730661,Tubos y perfiles huecos; soldados; de sección cuadrada o rectangular,0,0,0,0,0,0,775,893,5716,3772,7046,14566,10181,5519,6799,10590,16226,17188,13708,26705
252310,"""Cementos sin pulverizar """"clinker""""""",0,0,109,0,0,0,1,0,12,0,0,0,0,42,0,0,3950,5017,14007,25222
200599,"""Vegetales y mezcla de vegetales; preparados o conservados sin vinagre; sin congelar (exc. ...",0,0,0,0,0,0,6061,9368,8510,10788,9924,4112,950,14921,12705,14532,16787,16744,21975,24981
030247,"""Pez espada """"Xiphias gladius""""; fresco o refrigerado""",0,0,0,0,0,0,0,0,0,0,0,11093,13385,16202,11173,11469,25253,34687,24426,24952
760421,Perfiles huecos; de aleaciones de aluminio; n.c.o.p.,0,0,817,1100,1945,1170,0,9,2,645,1609,6478,4168,4768,5336,9614,13995,12442,16113,24725
401120,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en autobuses o ...",7395,5445,9201,10261,9372,10426,9248,7510,6480,25486,25362,30025,20655,25159,23518,16281,14053,17138,13799,24433
300490,"""Medicamentos constituidos por productos mezclados o sin mezclar; preparados para usos terapéuticos ...",11360,14279,14236,12876,19709,14130,20726,26360,25039,17449,18454,15708,37843,34887,44315,32015,32065,20162,19848,24032
880330,"""Partes de aviones o de helicópteros; n.c.o.p. (exc. los planeadores """"parapentes"""")""",65,5,2,97,377,1116,1220,2714,19284,775,551,26033,23777,75278,56320,49560,33822,37829,18012,23758
071440,"""Taro """"Colocasia spp.""""; frescos; refrigerados; congelados o secos; incluso troceados o en ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4485,14260,24197,20813,23483
060290,Plantas vivas; incl. sus raíces; y micelios (exc. bulbos; cebollas; tubérculos; raíces y bulbos ...,225,368,270,422,813,945,329,186,331,622,435,429,792,615,925,933,1379,2000,6895,22816
170490,Artículos de confitería sin cacao; incl. el chocolate blanco (exc. chicle),16476,12799,15596,16059,45504,21915,31348,22162,24265,29990,29884,30311,34760,35507,30064,27725,23043,22031,14231,22728
999999,Materias no a otra parte especificadas,2819,0,0,0,13,18185,348,536,1276,2477,8265,60931,2764,2189,2925,3583,3394,2204,3793,22211
640192,Calzado impermeable con suela y parte superior de caucho o de plástico; cuya parte superior ...,9545,8265,10724,12172,14773,19167,16114,14924,17951,24098,14694,14850,16346,14699,10255,10391,11534,12856,15527,21150
630533,"""Sacos """"bolsas"""" y talegas; para envasar; de tiras o formas simil.; de polietileno o polipropileno ...",4826,3202,3131,4953,5787,7539,14884,13100,19351,31422,26694,22837,21253,20352,14691,14096,14192,13982,14004,21127
740200,Cobre sin refinar; ánodos de cobre para refinado electrolítico,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,1,2,0,16630,20909
180400,Manteca; grasa y aceite de cacao,10069,16862,23803,34067,12336,16081,31771,26481,28308,27947,23729,30504,46560,33761,41850,37387,36987,28501,23664,19992
711291,Desperdicios y desechos de oro; incl. chapados de oro y demás desperdicios y desechos que contengan ...,208,276,133,1710,2267,1473,0,0,0,0,96,577,0,0,33,2262,6831,8379,19860,19894
060312,"""Claveles """"flores y capullos""""; cortados para ramos o adornos; frescos""",0,0,0,0,0,0,556,8150,17178,14638,17143,18612,17172,17188,14942,17573,18956,17711,16651,19681
850710,"""Acumuladores de plomo; de los tipos utilizados para arranque de motores de émbolo """"pistón"""" ...",355,320,499,949,1715,3538,3768,3698,5028,11196,12625,15845,15594,13608,13162,11071,13128,14016,11155,18313
480519,"""Papel para acanalar; sin estucar ni recubrir; en bobinas """"rollos"""" de anchura > 36 cm o en ...",715,3061,778,2,1345,3597,4902,2422,5511,7708,11675,13343,16055,9293,11653,13697,16843,8337,4725,17884
691090,"""Fregaderos """"piletas para lavar""""; lavabos; pedestales de lavabo; bañeras; bidés; inodoros; ...",20106,21612,20853,23790,24356,18027,18071,17258,18559,17174,18147,6375,17075,14999,12954,11932,11357,12750,11692,17566
071450,"""Yautía """"Xanthosoma spp.""""; frescos; refrigerados; congelados o secos; incluso troceados o ...",0,0,0,0,0,0,0,0,0,0,0,10788,8153,15040,26359,13382,11401,13139,12854,17080
760200,Desperdicios y desechos; de aluminio,168,288,537,1624,10124,13372,11082,3124,6138,10567,10767,13585,12661,12418,9805,10292,9750,10248,9545,16714
030357,"""Pez espada """"Xiphias gladius""""; congelado""",0,0,0,0,0,0,0,0,0,0,0,3180,3907,6203,4299,3994,8353,11182,8838,16291
730630,Tubos y perfiles huecos; soldados; de sección circular; de hierro o acero sin alear (exc. tubos ...,4093,3430,3425,5303,4938,7645,6703,7108,9236,8874,9544,6680,9924,10684,10048,12205,15332,14805,10183,15582
271600,Energía eléctrica,0,0,0,0,0,0,0,0,0,0,6952,0,1948,2620,37735,3517,6058,68272,55379,15453
090111,Café sin tostar ni descafeinar,10307,10935,14356,22404,31725,22461,22798,46744,55911,115165,74830,28065,24250,18085,17853,16888,12769,7876,8709,14923
030479,Filetes congelados de pescado de las familias Bregmacerotidae; Euclichthyidae; Gadidae; Macrouridae; ...,0,0,0,0,0,0,0,0,0,0,0,26300,27586,22709,5442,8878,9757,7497,3755,14854
030279,"""Perca del Nilo """"Lates niloticus"""" y cabezas de serpiente """"Channa spp."""" fresca o refrigerada""",0,0,0,0,0,0,0,0,0,0,0,11173,9678,21102,12116,13371,14686,15116,10464,14751
030259,Pescado fresco o refrigerado de la Bregmacerotidae familias; Euclichthyidae; Gadidae; Macrouridae; ...,0,0,0,0,0,0,0,0,0,0,0,11314,11291,12251,12128,11396,13947,10482,12592,14431
030431,"""Filetes frescos o refrigerados de tilapia """"Oreochromis spp.""""""",0,0,0,0,0,0,0,0,0,0,0,30679,17826,20557,23044,8148,3858,3187,15278,14040
350300,Gelatinas (aunque se presenten en hojas cuadradas o rectangulares; incluso trabajadas en la ...,3826,3395,3498,6118,5381,6341,5126,10006,8677,11963,13717,14180,9764,11544,5468,6849,9655,9790,11547,14018
180690,Chocolate y demás preparaciones alimenticias que contengan cacao; en recipientes o envases ...,206,459,381,686,764,797,600,532,1644,15530,24105,19954,21912,16991,18141,17754,23901,11904,7378,13346
392321,"""Sacos """"bolsas""""; bolsitas y cucuruchos; de polímeros de etileno""",5314,2065,4596,3403,5219,11650,9696,6948,6314,6673,5125,5671,6380,5607,4575,5491,5934,5975,6640,12147
731021,Latas o botes; de fundición; hierro o acero; de capacidad < 50 l; para cerrar por soldadura ...,3816,7846,5010,5397,8304,5497,7246,20230,14966,5730,4159,9922,7926,10715,4148,3473,3955,6017,7089,11593
392330,"""Bombonas """"damajuanas"""" botellas; frascos y artículos simil. para transporte o envasado; de ...",219,380,186,987,2089,4601,1403,1784,3392,5678,13684,14469,14470,10416,12567,12845,9871,15434,8091,11416
060314,"""Crisantemos """"flores y capullos""""; cortados para ramos o adornos; frescos""",0,0,0,0,0,0,400,1260,3098,4174,3938,10398,4508,8845,4929,5560,5186,5122,10239,11309
151790,Mezclas y preparaciones alimenticias de materias grasas y aceites; animales o vegetales; o ...,0,185,3537,7116,2223,3451,4999,7210,2427,2893,7883,5055,3746,1899,2375,4141,6058,4203,4340,11214
441114,"""Tableros de media densidad """"MDF""""; de madera y de medida > 9 mm""",0,0,0,0,0,0,6653,5091,6616,7778,10249,9617,9073,7499,5345,5316,6457,6539,7977,10718
060420,Follaje; hojas; ramas y demás partes de plantas; sin flores ni capullos y hierbas; musgos y ...,0,0,0,0,0,0,0,0,0,0,0,656,915,1298,663,2267,2324,3206,9513,10420
160415,Preparaciones y conservas de caballa; enteros o en trozos (exc. picados),0,169,247,233,344,343,912,824,766,753,692,4244,8394,6270,3919,3519,4162,9701,7914,10145
180500,Cacao en polvo sin adición de azúcar ni otro edulcorante,7270,7431,7990,8741,3287,6756,5966,7495,18911,31562,29456,17811,13075,13898,13440,12274,13674,11791,9643,9862
030571,Aletas de tiburón; salmuera ahumados; secos; salados o en,0,0,0,0,0,0,0,0,0,0,0,646,459,995,1496,944,2935,3644,3148,9757
100630,Arroz semiblanqueado o blanqueado; incl. pulido o glaseado,7185,10466,439,12409,61164,54993,0,3340,8183,19571,10795,32975,10880,1011,227,350,18477,18189,32939,9684
170114,Azúcar de caña; en estado sólido; (excepto los de la caña de azúcar 1701 13) sin adición de ...,0,0,0,0,0,0,0,0,0,0,0,1124,5127,7309,15331,10710,1650,8649,10617,9605
150420,Grasas y aceites de pescado y sus fracciones; incl. refinados; sin modificar químicamente (exc. ...,0,1801,4132,3948,2854,5290,9613,8483,8950,13753,25335,34945,20529,26442,25386,20771,12760,6833,14266,9538
030231,"""Albacoras o atunes blancos """"Thunnus alalunga""""; frescos o refrigerados""",5796,12815,2307,2085,2743,4558,10417,16008,13851,12288,16234,18402,11213,12981,8878,6386,9449,12404,16094,9470
691010,"""Fregaderos """"piletas para lavar""""; lavabos; pedestales de lavabo; bañeras; bidés; inodoros; ...",2488,2749,3625,3861,3251,3561,4404,3785,5410,5230,5099,3705,3809,3062,5342,3785,4138,4555,5285,9258
392410,Vajilla y demás artículos para servicio de mesa o de cocina; de plástico,4480,2504,3290,4549,5760,5761,7255,6155,5697,9553,7027,8062,8270,6638,5294,3889,4174,6569,5174,9171
441011,"""Tableros de partículas y tableros similares; de madera u otras materias leñosas; incl. aglomeradas ...",0,0,0,0,0,0,1361,1964,907,1463,1774,1634,2598,4049,2868,1491,51,2457,10409,8635
220710,Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico >= 80% vol,8077,7344,8195,8351,10289,13200,15874,16939,18533,19314,24905,19014,19581,16354,12586,7665,5269,2769,7007,8599
340220,Preparaciones tensoactivas; preparaciones para lavar; incl. las preparaciones auxiliares de ...,1088,7399,10912,11392,7190,5186,6794,7631,7580,8645,10021,13489,14661,10788,11029,10497,10275,7956,8117,8570
690721,Baldosas y losas para pavimentos; chimeneas o muros; de un coeficiente de absorción de agua ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,5709,5573,5071,8282
630790,Artículos de materia textil; confeccionados; incl. los patrones para prendas de vestir; n.c.o.p.,48,10,21,228,80,157,105,88,249,123,186,361,361,368,324,194,198,139,2429,8035
190531,Galletas dulces (con adición de edulcorante),274,585,198,71,240,287,1243,826,733,622,552,745,856,295,1313,1227,1537,1461,2708,8035
160529,Camarones y langostinos; preparados o conservados; en envases herméticamente cerrados (sin ...,0,0,0,0,0,0,0,0,0,0,0,7871,10500,17177,4508,4684,5102,2646,2696,7997
521149,"""Tejidos de algodón; con un alto contenido de algodón; pero < 85% en peso; mezclado exclusiva ...",0,0,1,16,9,2,0,0,0,0,0,0,153,4861,8745,10267,11840,8780,7027,7897
382319,"""Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado (exc. ácido esteárico; ...",0,346,30,0,0,1748,5436,4399,2785,8527,7017,6084,4914,4490,4407,3736,4581,3990,6370,7821
110630,"""Harina; sémola y polvo de los productos del capítulo 8 """"frutos comestibles; cortezas de agrios ...",55,131,109,99,128,82,181,161,190,475,454,622,3399,6356,1582,2736,5391,4349,5558,7753
960630,Formas para botones y demás partes de botones; esbozos de botones,8692,7819,9883,9813,8087,7685,7076,5459,7939,18911,7679,9412,12437,9746,8631,6076,7999,7375,3600,7515
760820,Tubos de aleaciones de aluminio (exc. perfiles huecos),1909,1281,3056,2083,3154,4330,4355,2750,3677,5181,6337,6911,8382,7677,5581,6363,6159,5142,3957,7389
030239,"""Atunes frescos o refrigerados del género """"Thunnus"""" (sin Thunnus alalunga; Thunnus albacares; ...",0,8,24,177,41,87,421,918,681,1616,492,1661,1010,2236,7702,7358,13623,12073,3107,7372
190590,"""Productos de panadería; pastelería o galletería; incl. con adición de cacao; hostias; sellos ...",1683,1629,1131,378,581,256,909,853,612,1346,1578,3165,2201,2298,3622,6518,5908,4426,8075,7205
030289,Pescado fresco o refrigerado; nep,0,0,0,0,0,0,0,0,0,0,0,3763,3907,4255,7249,8831,15782,29491,53453,7153
030342,"""Atunes de aleta amarilla o rabiles """"Thunnus albacares""""; congelados""",4740,1288,1212,1165,428,3002,6392,8547,8144,11232,12998,22713,23379,8455,6805,10465,24219,8021,6863,7139
410411,"""Plena flor sin dividir o divididos con la flor; en estado húmedo; incl. el """"wet blue""""; de ...",250,553,752,691,1419,1835,330,58,870,2139,4697,9358,13063,7320,4592,5163,3027,2002,1414,7065
731420,Redes y rejas; de alambre de hierro o acero; soldados en los puntos de cruce; de alambre cuya ...,25,9,40,18,2,1,1,2,20,0,306,503,30,66,820,1339,1319,434,0,7054
151329,Aceites de almendra de palma o babasú y sus fracciones; incl. refinados; sin modificar químicamente,96,7,412,2202,971,1248,2839,1997,5936,7173,7172,6272,6174,6578,8722,8729,5922,3286,2680,6993
481910,Cajas de papel o cartón corrugado,1814,1393,1214,745,1466,1742,2363,5745,4977,3404,5069,5310,7166,6873,6521,7996,10714,7655,5996,6991
071333,"""Judías """"porotos; alubias; frijoles; fréjoles"""" común """"Phaseolus vulgaris""""; seca y desvainada; ...",7715,9516,6482,10108,11256,8970,4619,4016,5087,10491,11531,8607,5544,5204,4592,5828,5365,5417,8376,6942
480525,"""Testliner; reciclado; sin estucar ni recubrir; en bobinas """"rollos"""" de anchura > 36 cm o ...",42,28,0,0,80,152,0,676,3329,4870,5563,9547,8133,7864,5747,7213,6466,5605,712,6814
151219,Aceites de girasol o cártamo y sus fracciones; incl. refinados; sin modificar químicamente ...,54,0,38,47,74,101,63,25,44,392,53,305,6,4,6,133,1279,2157,2072,6754
690722,Baldosas y losas para pavimentos; chimeneas o muros; de un coeficiente de absorción de agua ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,1682,2970,3456,6704
210390,"""Preparaciones para salsas y salsas preparadas; condimentos y sazonadores; compuestos (exc. ...",1510,1059,1062,1061,1210,1208,1329,1241,1298,1644,1821,2307,2536,2145,2181,2563,3202,3643,3903,6672
210690,Preparaciones alimenticias; n.c.o.p.,3808,4097,3734,2762,2857,10486,1271,1753,3412,1939,1917,2585,2002,3298,4220,3643,3684,5132,5690,6592
350691,Adhesivos a base de polímeros de las subpartidas 3901 a 3913 o de caucho (exc. acondicionados ...,855,411,293,184,227,226,371,489,559,690,835,759,929,755,1378,1367,1927,3180,4058,6568
270750,Mezclas de hidrocarburos aromáticos que destilen una proporción >= 65% en volumen; incl. las ...,49975,76113,107278,117518,111073,100993,162199,84827,43122,75218,215346,142397,57210,9418,22796,3,0,17,3,6294
830990,Tapones; tapas; incl. las tapas roscadas y los tapones vertedores; cápsulas para botellas; ...,1108,1624,1619,2291,2320,3791,3757,5970,6913,5600,4058,4253,5237,5071,4252,4056,4894,5054,5595,6220
440729,"""Madera tropical; aserrada o desbastada longitudinalmente; cortada o desenrollada; incluso ...",230,115,213,649,527,438,597,328,143,210,284,91,688,13,66,71,768,710,5023,6137
090411,"""Pimienta del género """"Piper"""" sin triturar ni pulverizar""",2560,3259,4216,3241,3126,2614,3194,1807,10343,3295,4293,2185,4506,9944,16208,14051,11498,10205,6375,6087
720421,"""Desperdicios y desechos """"chatarra""""; de acero inoxidable (exc. radiactivos; así como desperdicios ...",7,27,36,742,324,2849,2528,1794,1873,6402,3275,3163,4857,2893,2147,2675,4001,4853,3089,6085
843049,Máquinas de sondeo o perforación; de extraer o perforar tierra o minerales; no autopropulsadas; ...,609,1394,42,2461,458,6313,20474,584,101,823,364,11830,10320,1296,1058,840,19447,258,132,5932
843143,Partes de máquinas de sondeo o perforación de las subpartidas 8430.41 u 8430.49; n.c.o.p.,2376,6072,5279,6394,4570,6052,18802,15096,12804,12162,14190,15524,30168,19789,7739,5413,6372,5300,4141,5781
940161,Asientos con armazón de madera; con relleno (exc. los transformables en cama),308,212,109,220,270,2198,1650,1404,1875,1533,1876,1954,2077,2067,2333,2243,2936,3022,2451,5665
390210,Polipropileno; en formas primarias,17,52,46,96,223,382,664,573,769,1196,1348,1490,3348,3758,3417,3871,3776,4241,3784,5636
030489,Filetes de pescado congelados; nep,0,0,0,0,0,0,0,0,0,0,0,3563,3600,4541,4460,2451,2660,2590,2716,5602
940360,Muebles de madera (exc. de los tipos utilizados en oficinas; cocinas o dormitorios; así como ...,1768,1618,1374,1512,2062,2745,2272,2234,2568,2669,3774,3010,2868,2487,2772,3111,3671,3871,5133,5518
391590,Desechos; desperdicios y recortes; de plástico (exc. de polímeros de etileno; de polímeros ...,103,133,242,1033,2354,4346,5243,3719,6163,12417,17420,18486,20121,12813,4604,4342,3222,1862,1667,5444
721661,Perfiles de hierro o acero sin alear; simplemente obtenidos o acabados en frío a partir de ...,0,0,0,118,185,89,901,67,1296,809,859,1298,3667,2457,2670,3392,4511,2801,2203,5442
520512,"""Hilados de algodón; sencillos; de fibras sin peinar; con un contenido de algodón >= 85% en ...",0,340,5017,2631,1971,153,0,0,73,160,89,197,87,65,0,1146,2690,1028,1792,5201
320300,Materias colorantes de origen vegetal o animal; incluidos los extractos tintóreos (excepto ...,1659,2318,3011,2522,4022,2894,3988,3209,4475,4810,4778,4229,3415,3432,3375,3616,4923,4369,4555,5156
