Código,Descripción del producto,Valor importado en 2002,Valor importado en 2003,Valor importado en 2004,Valor importado en 2005,Valor importado en 2006,Valor importado en 2007,Valor importado en 2008,Valor importado en 2009,Valor importado en 2010,Valor importado en 2011,Valor importado en 2012,Valor importado en 2013,Valor importado en 2014,Valor importado en 2015,Valor importado en 2016,Valor importado en 2017,Valor importado en 2018,Valor importado en 2019,Valor importado en 2020,Valor importado en 2021
481099,"""Papel y cartón; estucados por una o las dos caras con caolín u otras sustancias inorgánicas; ...",8841,7675,7700,7798,9735,9541,11669,9756,10537,11004,8514,9106,10439,8289,8087,10100,19662,19482,21829,29710
401691,Revestimientos para el suelo y alfombras; de caucho vulcanizado sin endurecer; con bordes biselados ...,10464,13119,13321,13540,20776,22552,21150,17180,26121,29204,36575,37451,38022,37613,36376,37511,40627,35905,25649,29679
390529,Copolímeros de acetato de vinilo; en formas primarias (exc. en dispersión acuosa),6277,6808,7080,8010,8368,10614,12547,15211,16618,18834,19431,19800,19275,25664,25725,25414,27281,26855,24451,29658
731700,"""Puntas; clavos; chinchetas """"chinches""""; grapas apuntadas; onduladas o biseladas; y artículos ...",18605,18336,18707,19913,22586,22289,22839,14270,19378,19369,23484,23542,20178,24694,24049,28746,23232,22291,23595,29653
290941,"""2;2'-Oxidietanol """"dietilenglicol""""""",2297,1342,7007,4842,4754,13509,12208,10251,9189,13110,9751,8615,12930,7241,7745,18330,14241,13165,15103,29527
701911,"""Hilados de fibra de vidrio """"chopped strands"""" de longitud <= 50 mm""",3221,2686,2748,3228,5256,7299,10786,10976,14907,13876,16001,15693,15046,16687,18402,22291,26035,23317,20876,29505
852359,Medios semiconductores; sin grabar; para grabaciones de fenómenos distintos del sonido (exc. ...,0,0,0,0,0,0,11293,22460,25169,23714,28282,33083,26609,46679,123052,451401,779585,23749,21647,29498
846241,Máquinas; incl. las prensas; de punzonar o entallar; incl. las combinadas de cizallar y punzonar; ...,24240,22797,29232,42362,45050,64656,41236,18937,33096,32242,47558,62692,38420,108320,59040,56439,49486,52679,42827,29454
540244,Hilados de elastómeros de filamentos sintéticos; sencillos; sin torsión o con una torsión <= ...,0,0,0,0,0,0,31742,26049,27638,25708,34842,31273,30672,41858,35259,33694,33867,14898,20820,29447
392092,Placas; láminas; hojas y tiras; de poliamidas no celulares y sin esfuerzo; estratificación ...,4004,3931,4040,4613,8208,8021,7938,11401,11553,13412,13902,13453,13156,16730,18506,21210,24238,25187,19881,29436
291619,Ácidos monocarboxílicos acíclicos; sus anhídridos; halogenuros; peróxidos; peroxiácidos y sus ...,9320,7813,8089,8997,11296,10773,11324,12083,12876,16099,20618,19417,21281,19556,20040,21317,25254,27446,27568,29342
845530,Cilindros de laminadores para metal,28328,27471,32975,42138,53128,63791,82100,42987,48356,58049,64466,65447,80622,59932,54372,68887,68030,58208,33816,29328
610711,Calzoncillos de punto; de algodón; para hombres o niños,8376,7354,9959,12721,12238,13452,17422,15905,17882,20710,18864,21113,22956,27252,25084,23576,32922,38836,22625,29318
620530,Camisas de fibras sintéticas o artificiales; para hombres o niños (exc. de punto; así como ...,23388,22500,15923,13847,15005,11180,14372,12909,11682,11684,13697,11506,12908,13392,13427,15998,26173,31045,26776,29314
830170,Llaves presentadas aisladamente; para candados; cerraduras; cerrojos; cierres y monturas cierre ...,40171,21442,31396,18565,19437,22995,23266,19108,24002,30648,35533,33151,39813,38437,37028,38317,33816,26937,20268,29299
020230,Carne deshuesada; de bovinos; congelada,49827,48548,47717,51652,38534,44890,37710,26549,21117,25841,26892,26595,26590,37159,39086,44009,35285,30254,30490,29290
481890,"""Papel; guata de celulosa o napa de fibras de celulosa; de los tipos utilizados para fines ...",15251,17800,15309,22069,23309,24307,27211,25931,26533,31417,27801,32007,35967,37521,30761,33433,34402,32447,29579,29152
270300,Turba (comprendida la utilizada para cama de animales); incluso aglomerada,4246,5296,6303,7549,8768,9606,10704,10748,10078,12165,10863,14568,14163,20816,24916,29280,30830,24830,21908,29102
293628,Vitamina E y sus derivados utilizados principalmente como vitaminas,10941,14891,14555,14170,13550,15326,39268,38563,44110,44374,40163,36689,34420,26999,23053,21748,37739,21821,25188,29067
790120,Aleaciones de cinc; en bruto,373,513,821,1566,7498,17654,14611,7909,13826,19230,25439,26016,25965,26824,28891,28721,34405,29878,22077,29049
290519,"""Monoalcoholes acíclicos saturados (exc. metanol """"alcohol metílico""""; propan-1-ol """"alcohol ...",6624,9039,11260,12658,15711,20933,29931,21568,31554,36477,38106,39569,38912,33577,32753,33155,36189,33499,29617,29031
851632,Aparatos electrotérmicos para el cuidado del cabello (exc. secadores),5008,7631,10856,14603,20611,20631,23605,22916,23556,29339,32457,26699,27283,31414,30596,24989,25397,23699,23250,29027
392530,Contraventanas; persianas; incl. las venecianas; y artículos simil. y sus partes; de plástico ...,8254,9413,25422,32555,26997,20711,22902,19529,20166,19092,17946,20364,21366,26273,24768,26738,26775,24846,23495,29016
560900,Artículos de hilados; tiras o formas similares de las partidas 5404 ó 5405; cordeles; cuerdas ...,6150,6921,8696,9388,12063,13223,24650,9194,10983,11818,13866,14867,16252,15594,15554,19395,24184,25840,20547,28968
292690,"""Compuestos con función nitrilo (exc. acrilonitrilo; 1-cianoguanidina """"diciandiamida""""; fenproporex ...",27419,34309,19698,24352,26846,40372,45331,43695,50267,58274,36256,38314,44836,49471,41554,41285,55022,13695,23966,28958
902212,Aparatos de tomografía regidos por una máquina automática de tratamiento o procesamiento de ...,10007,10471,20788,20143,33698,28094,25744,41032,29539,27092,28416,31311,17829,29074,30759,26924,31670,42056,23514,28867
850433,Transformadores de tipo seco de potencia > 16 kVA pero <= 500 kVA,8897,17654,24468,20847,23860,23585,20520,15871,20379,19756,22798,24911,23015,28016,34658,49974,45004,30032,31181,28843
310221,Sulfato de amonio (exc. en tabletas o formas simil. o en envases de un peso bruto <= 10 kg),823,5517,176,13910,27038,5302,87714,29357,23536,24499,55471,80955,46006,38081,40332,37279,63010,39834,29808,28816
293629,Vitaminas y sus derivados utilizados principalmente como vitaminas; sin mezclar (exc. vitaminas ...,13786,12862,12422,11612,14776,16784,21430,21011,24557,25067,21270,18979,21746,31390,28510,24992,30202,24614,38143,28791
680520,Abrasivos naturales o artificiales en polvo o gránulos con soporte de papel o cartón solamente; ...,10880,11714,14480,17105,21188,22256,21203,19324,28136,26393,26361,29287,30652,31997,32670,34174,37070,34568,30524,28748
846299,Prensas no hidráulicas; para trabajar metal (exc. prensas de forjar; estampar; enrollar; curvar; ...,36005,58995,27469,59379,35364,59614,34840,35080,24813,35074,30359,62883,39551,59209,65968,57610,53930,69109,41053,28720
480431,"""Papel y cartón Kraft; sin estucar ni recubrir; en bobinas """"rollos"""" de anchura > 36 cm o ...",12953,16169,28434,18573,20356,19468,18088,13083,21526,19024,20283,20923,25210,21603,27599,29598,29978,29250,28934,28692
702000,Las demás manufacturas de vidrio,9458,14713,19346,24768,55311,97775,29340,19029,17667,21145,19966,17953,22530,36362,33314,24985,25586,35024,19995,28629
071340,Lentejas secas desvainadas; aunque estén mondadas o partidas,9212,11831,13118,12678,12077,16808,27417,23056,34492,36874,28946,29819,38382,24272,35969,64434,82346,25490,40387,28557
853921,"""Lámparas y tubos de incandescencia; halógenos; de volframio """"tungsteno"""" (exc. faros o unidades ...",54129,48820,65673,70073,76184,73468,60734,44277,57778,65662,73547,75320,67163,93854,73523,65531,53916,37284,25198,28554
180631,Chocolate y demás preparaciones alimenticias que contengan cacao; en bloques; tabletas o barras; ...,39309,41375,41554,41903,42415,51116,40749,19805,22691,23928,32542,45541,41837,31048,36441,38450,38757,37805,25359,28537
871130,"""Motocicletas con motor de émbolo """"pistón"""" alternativo de cilindrada > 250 cm³ e <= 500 cm³""",4119,2749,8856,11406,10985,5890,5690,3763,4784,5587,8116,6939,9033,12345,15161,27066,27532,24758,24057,28426
350300,Gelatinas (aunque se presenten en hojas cuadradas o rectangulares; incluso trabajadas en la ...,35979,33643,34659,42964,36961,41490,47892,45927,42688,50771,64812,60482,55997,55755,61620,68207,56447,42486,38778,28420
300432,"""Medicamentos; que contengan hormonas corticosteroides; sus derivados y análogos estructurales ...",20813,32519,32461,39089,51530,46530,68778,50298,74679,85024,95027,101441,63827,108892,72604,65977,82432,65539,68989,28381
280429,Gases nobles (exc. argón),5979,6648,7850,9176,11615,13980,15385,16321,19477,21708,23881,29983,37391,36930,39868,42106,39872,46447,37923,28373
390320,"""Copolímeros de estireno-acrilonitrilo """"SAN""""; en formas primarias""",10325,12172,12879,7680,9652,10597,9065,7587,17305,13882,12078,14140,12782,12194,12784,16080,24429,18267,15243,28218
380992,"""Aprestos y productos de acabado; aceleradores de tintura o de fijación de materias colorantes ...",11719,12294,12062,13152,14633,15868,14319,13939,15856,17245,17712,21393,23142,22207,21997,25088,25848,23270,24368,28215
070519,"""Lechugas """"Lactuca sativa""""; frescas o refrigeradas (exc. lechugas repolladas)""",3666,4316,4012,5257,6062,7082,7483,3599,3073,2991,3844,6049,7826,7739,7505,6635,7083,10984,10078,28187
120600,Semilla de girasol; incluso quebrantada,4539,41084,7527,11986,11619,9000,9290,17068,14438,17602,14612,16338,23155,19445,18979,20928,17065,19471,16620,28184
200893,"""The Cranberries """"Vaccinium macrocarpon; Vaccinium oxycoccos; Vaccinium vitis-idaea""""; preparados ...",0,0,0,0,0,0,0,0,0,0,8272,27831,30265,33889,36409,34020,33838,30037,35465,28139
270730,"""Xilol """"xilenos"""" con un contenido de xilenos >50% en peso (exc. de constitución química ...",2009,3812,16311,19420,31343,33797,38155,23324,4756,6540,105373,38818,10260,13384,10811,31949,46339,20243,28804,28113
292242,Ácido glutámico y sus sales,8094,5999,8604,8439,11119,10321,11605,13757,15228,17185,18047,17854,15388,18248,16832,17932,17823,20885,19552,28032
721129,Productos planos de hierro o acero sin alear; de anchura < 600 mm; simplemente laminados en ...,28121,21367,21805,25301,26497,25910,29959,23599,42063,35190,35537,32509,28414,25606,19087,20732,23454,23917,20042,28003
880320,Trenes de aterrizaje; y sus partes; para aeronaves; n.c.o.p.,22769,17139,15895,16597,13877,19076,15612,16112,17376,23558,23780,25541,40111,41269,38445,46570,53090,62790,45055,27986
842542,Gatos hidráulicos (exc. los elevadores fijos para vehículos; de los tipos utilizados en talleres),12384,10513,12382,12217,14520,17214,18007,10155,14104,19207,21312,21257,25133,23748,24571,22798,26107,23257,22250,27938
741129,"""Tubos a base de aleaciones de cobre (exc. de aleaciones a base de cobre-cinc """"latón""""; de ...",8935,9911,8937,10819,13373,11758,12495,21397,28990,22693,16671,14955,14354,19815,10219,8992,9404,17286,43482,27894
620444,Vestidos de fibras artificiales; para mujeres o niñas (exc. de punto; así como combinaciones),4965,4288,2771,1913,2142,2920,4651,4937,6808,8925,10311,12355,14226,18702,22435,23829,26385,32050,22304,27860
160420,Preparaciones y conservas de pescado (exc. entero o en trozos),15452,16714,20957,23315,22401,29080,30584,22719,25887,28546,27656,31022,30317,29355,30793,26902,28218,29245,26758,27857
392640,Estatuillas y demás artículos de adorno; de plástico,34839,32834,37826,40051,39489,44130,40202,23499,28167,27723,25194,29481,27377,27000,24839,26684,24739,27005,17721,27747
721119,"""Productos planos de hierro o acero sin alear; de anchura < 600 mm; simplemente laminados en ...",19901,14028,9980,13028,14078,14698,24949,26891,37555,42979,26450,21269,25497,25985,22179,19579,21124,15374,10438,27691
940530,Guirnaldas eléctricas de los tipos utilizados en árboles de Navidad,40331,31334,18895,34038,44208,37223,36717,38780,44559,46999,46101,51336,56672,58627,49304,46637,45404,49013,37147,27630
844900,Máquinas y aparatos para la fabricación o acabado del fieltro o tela sin tejer; en pieza o ...,11285,32053,3255,4612,19049,18703,42194,12120,8242,13457,4783,12983,20921,10374,57929,39423,37562,15157,30189,27569
381900,Líquidos para frenos hidráulicos y demás líquidos preparados para transmisiones hidráulicas; ...,12444,14393,13287,15686,15490,15942,19783,14226,17413,17764,19825,22111,25714,23650,24648,26548,27987,25554,21650,27517
250840,Arcilla (exc. arcilla refractaria; arcilla dilatada; caolín y demás arcillas caolínicas),6239,7643,9176,8575,8392,5938,7218,5084,5342,6297,7584,8259,8718,17689,18153,25134,24616,21647,20798,27455
850980,"""Aparatos electromecánicos con motor eléctrico incorporado; de uso doméstico (exc. aspiradoras; ...",13166,12066,8156,32058,10146,14434,12336,6769,11769,9183,11502,11406,14226,18030,14315,15671,16028,19731,19107,27441
960899,Partes de bolígrafos; rotuladores y marcadores con punta de fieltro u otra punta porosa estiletes ...,48606,55709,61373,62907,58333,58825,50482,29089,35564,42236,29281,32742,32945,30287,28739,30469,24591,27017,25940,27433
090121,Café tostado sin descafeinar,2284,2756,3863,5372,8424,9703,14425,11641,15664,24501,30036,33195,34289,44045,39772,44021,41678,44273,25468,27408
960200,Materias vegetales o minerales para tallar; trabajadas; y manufacturas de estas materias; manufacturas ...,9993,12039,10504,10641,11580,12881,13369,16128,16253,14931,19220,20745,20060,22041,26751,26563,25057,20194,29595,27383
253090,Sulfuros de arsénico; alunita; tierra de puzolana; tierras colorantes y demás materias minerales; ...,23758,14032,15268,20639,27047,23683,23596,18355,22345,36080,47976,30733,14685,30998,29897,32582,35467,17003,13163,27379
848050,Moldes para vidrio (exc. de grafito u otros carbonos o de materia cerámica),7853,8892,10495,8029,13515,11525,11123,11968,13203,15248,14341,17884,14370,19917,27449,27929,32193,32496,27101,27348
810419,Magnesio en bruto; con un contenido de magnesio < 99;8% en peso,13115,15343,14001,12580,11464,15040,23126,15797,14487,25000,32687,32950,43175,43395,32426,42366,41660,36619,28407,27340
290219,Hidrocarburos ciclánicos o ciclénicos (exc. ciclohexano),3667,4505,6392,8996,11665,15570,16138,21548,22411,31756,32945,29222,22697,29886,27104,28412,30167,27130,27552,27338
591132,Tela y fieltro sin fin o con dispositivos de unión; de los tipos utilizados en las máquinas ...,10536,12228,13828,13440,13792,14390,15826,16132,15845,16905,22863,23065,21822,22592,23325,26747,28529,29562,31375,27305
291631,Ácido benzoico; sus sales y sus ésteres (exc. compuestos inorgánicos u orgánicos de mercurio),6823,7446,8601,13681,13177,14278,17728,15963,15834,19617,22453,22117,20356,22476,22120,22189,24830,24010,22836,27253
853931,Lámparas y tubos fluorescentes; de cátodo caliente,29184,25394,29016,29418,46570,45423,59077,60120,81976,108771,108840,119491,146243,149259,94336,68165,57652,51181,32130,27150
600633,"""Tejidos de punto; de anchura > 30 cm; de fibras sintéticas; con hilados de distintos colores ...",5626,9013,15724,15210,9848,9719,7820,4316,10268,14676,16385,18933,18600,19834,23509,22109,21860,23232,19033,27125
080251,Pistachos frescos o secos; con cáscara,0,0,0,0,0,0,0,0,0,0,4740,8323,0,12884,9880,11576,15638,18948,15090,27027
903120,Bancos de pruebas para motores; generadores; bombas; etc.,21261,17098,21828,27793,23895,33768,41826,25075,23218,31464,49294,38850,34629,39201,46770,65819,72578,70126,34490,26891
281810,Corindón artificial; aunque no sea químicamente definido,6663,6834,9370,10265,11160,11981,17499,9849,15249,14276,16721,18502,19499,21230,15784,20197,24373,20421,17810,26858
848230,Rodamientos de rodillos en forma de tonel,11034,13291,14150,14459,17549,20450,23488,19491,18971,26496,31503,25233,25886,23762,27487,28556,31718,30466,23216,26844
560122,Guata de fibras sintéticas o artificiales y artículos de esta guata (exc. compresas y tampones ...,14433,14624,13758,19164,22457,15879,21966,10639,9426,11837,13891,18342,17439,25563,16841,17780,20382,23431,25739,26835
620213,Abrigos; impermeables; chaquetones; capas y artículos simil.; de fibras sintéticas o artificiales; ...,21735,24840,18855,24075,24713,26047,27623,16672,19690,25349,30512,28778,36061,46969,46623,45289,50278,48508,24363,26781
845150,Máquinas para enrollar; desenrollar; plegar; cortar o dentar telas,18413,19218,19008,14686,16479,12727,19355,10333,17792,19523,22195,22176,26008,26593,29124,25697,32277,28856,23220,26753
160529,Camarones y langostinos; preparados o conservados; en envases herméticamente cerrados (sin ...,0,0,0,0,0,0,0,0,0,0,1944,20850,15698,30146,35090,41792,43840,31855,18290,26721
851640,Planchas eléctricas,27403,22487,19697,28371,37912,43408,60036,38858,50929,50762,44204,41594,51481,48062,40217,43874,45513,37550,26581,26694
330790,Depilatorios y demás preparaciones de perfumería; de tocador o de cosmética; n.c.o.p.,9771,10340,12214,12052,15039,17401,15711,16255,16229,21213,21345,22889,31733,25968,24618,27887,29385,28857,23224,26651
722211,Barras de acero inoxidable; simplemente laminadas o extrudidas en caliente; de sección circular,5049,6202,9691,14681,15811,21834,24617,19640,23975,26777,23993,20525,25005,25037,23624,30307,25640,27059,23921,26569
843041,Máquinas de sondeo o perforación; de extraer o perforar tierra o minerales; autopropulsadas ...,25438,21692,17686,34393,61173,75966,139385,104083,96069,164008,154028,140800,107628,94757,72196,73056,104364,85021,36422,26537
400921,Tubos de caucho vulcanizado sin endurecer; reforzados o combinados de otro modo solamente con ...,4777,5594,6596,7556,8961,10216,15149,12827,14113,25379,21430,22583,18977,20451,17883,17794,27790,25132,21031,26495
401290,"""Bandajes """"llantas macizas o huecas""""; tiras de rodadura intercambiables para neumáticos """"llantas ...",7595,7906,10878,12902,16950,22775,26417,20490,27027,34848,33632,33472,33211,29111,25814,26054,27095,25331,28143,26494
730449,Tubos y perfiles huecos; sin soldadura; de sección circular; de acero inoxidable; distintos ...,12311,14151,19984,24620,23232,27112,25951,14228,24173,25302,34115,43847,25127,19809,15371,13424,21372,19465,17239,26479
070970,Espinacas; incl. las de Nueva Zelanda; y armuelles; frescas o refrigeradas,1325,1514,1542,2145,1982,1,1140,1258,1733,1989,2530,3828,4873,6278,6885,7258,9192,23823,25786,26455
281121,Dióxido de carbono,6423,5662,6071,4497,4514,4404,4156,3481,4438,5366,5785,5392,5851,6009,6481,7880,15641,24225,30109,26389
330491,Polvos de belleza o maquillaje y polvos para bebés; incl. los compactos (exc. medicamentos),15124,13777,16296,16488,20201,24323,28934,22690,28292,32540,38321,38630,37746,36934,40463,39247,40873,43539,28441,26372
844313,Máquinas y aparatos para imprimir offset; usados; alimentados con hojas de formato > 22 x 36 ...,0,0,0,0,0,0,42094,39541,43303,62946,37718,67548,39524,43283,45287,55579,88951,48925,33739,26367
860630,"""Vagones de descarga automática; sobre carriles """"rieles"""" (exc. vagones cisterna y simil.; ...",2062,11046,1779,877,1373,11798,12045,1033,2137,52499,15482,46695,6844,3856,36811,334,9588,0,0,26356
850730,Acumuladores de níquel-cadmio (exc. inservibles),109295,133335,133486,192896,188341,183040,173477,106663,152922,134729,135740,104260,60328,58663,34348,30569,27426,36986,22997,26315
630140,Mantas de fibras sintéticas (exc. mantas eléctricas; manteles y colchas; así como artículos ...,8439,6722,7068,5068,6766,6510,4638,4067,2978,3679,7207,6982,8113,9674,11164,12208,17293,13995,13076,26292
732399,De mesa; cocina o artículos de uso doméstico y sus partes; de hierro salvo el hierro fundido ...,6359,6513,6406,6678,10198,11833,11656,7415,11144,11081,12233,13727,16803,16273,14996,16601,19689,21367,21634,26289
820570,Tornillos de banco; prensas de carpintero y simil. (exc. partes o accesorios de máquinas h ...,6271,6956,7727,7493,9475,9571,9351,6982,9786,11446,12757,13420,13204,15436,15464,16675,29852,29978,27727,26175
410792,Trozos; hojas o placas de cueros preparados después del curtido o del secado y cueros y pieles ...,6780,4814,14517,21182,24381,21912,54304,17943,27393,37294,52868,50844,60683,39047,36426,46815,55215,34024,26455,26104
845430,"""Máquinas de colar """"moldear""""; para metalurgia; acerías o fundiciones""",23322,33084,94521,55305,50199,35917,103521,33234,33799,40012,51211,111121,127091,173136,120727,121712,63470,79011,35596,26056
750890,Manufacturas de níquel; n.c.o.p.,43822,37098,45248,57178,59195,74334,105175,82473,55356,50333,38846,38231,43632,53441,41437,35455,48296,54995,42037,26017
740829,"""Alambre de aleaciones de cobre (exc. de aleaciones a base de cobre-cinc """"latón""""; de cobre-níquel ...",17742,9285,10083,8016,12876,13553,12529,8948,11967,16236,21813,18199,29030,20368,24286,20555,20939,17343,15892,25972
480439,"""Papel y cartón Kraft; sin estucar ni recubrir; en bobinas """"rollos"""" de anchura > 36 cm o ...",16758,20234,18057,14738,15074,16265,18467,15978,19896,24451,26892,23586,20936,22076,21143,20408,23476,29535,27254,25805
681599,Manufacturas de piedra o de otras materias minerales; n.c.o.p.,7255,4286,6307,5492,4960,7085,10224,10468,11779,20346,9166,12414,10927,11257,11178,15306,17883,19957,21470,25745
100510,Semillas de maíz para la siembra,21754,26356,31889,42280,37894,38826,37704,29343,29275,32520,29305,40279,36748,43490,42695,35817,33361,35809,30794,25740
820220,Hojas de sierra de cinta; de metal común,7580,7839,9575,12418,15300,16560,17663,15195,18940,19691,19616,20637,20712,20837,19657,21735,23276,24125,18310,25739
580620,Cintas de materia textil; tejidas; con un contenido de hilos de elastómeros o de hilos de caucho ...,48072,43146,51547,48843,51907,41089,36698,29042,32758,32521,34824,36062,36304,34165,29315,29163,26735,25524,25199,25736
902000,Los demás aparatos respiratorios y máscaras antigás (excepto las máscaras de protección sin ...,12981,12547,16347,14521,19788,15081,20618,20169,15969,21730,24121,26813,28232,26160,26405,32200,27235,29697,34051,25717
284190,"""Sales de los ácidos oxometálicos o peroxometálicos (exc. aluminatos; cromatos; dicromatos; ...",2119,2505,2324,4075,2480,5641,10284,9992,9660,13676,11371,12960,12613,15159,18410,20942,24933,16468,15651,25698
851240,Limpiaparabrisas y eliminadores de escarcha y de vaho; eléctricos; de los tipos utilizados ...,14626,9730,14566,16776,17828,21529,19308,9472,20667,20884,27509,29517,29493,31590,34560,41392,47924,40599,27379,25677
480258,"""Papeles y cartones; sin estucar ni recubrir; de los tipos utilizados para escribir; imprimir ...",16540,21141,26766,35618,34713,43446,36519,38221,35203,33500,33930,31312,29105,29756,24119,24468,33491,33901,22283,25659
846591,Máquinas de aserrar para trabajar madera; plástico rígido o materias duras simil. (exc. accionadas ...,10298,9319,11128,14886,21816,22910,24818,14788,15089,14680,16129,17112,17722,17404,21075,21827,23422,24425,21093,25570
392210,"""Bañeras; duchas; fregaderos """"piletas de lavar"""" y lavabos; de plástico""",1711,2164,3809,3582,5025,5839,8419,4407,4492,7925,10195,10785,12845,14614,14739,17043,21632,17693,17319,25531
610230,"""Abrigos; chaquetones; capas; anoraks; cazadoras y artículos simil.; de punto de fibras sintéticas ...",12711,16424,10978,11221,10299,9740,11908,10539,15849,24029,21024,20676,21397,37314,35231,29985,33453,35464,18962,25447
902300,Instrumentos; aparatos y modelos; concebidos para demostraciones (por ejemplo: en la enseñanza ...,19980,48721,18245,21848,27019,31362,35955,36195,30916,51776,52520,45706,45316,54652,49436,43923,50076,42200,28606,25377
482320,"""Papel y cartón filtro; en tiras o en bobinas """"rollos"""" de anchura <= 36 cm o en hojas de ...",5748,5715,6587,8968,7385,6463,6065,5704,7488,6832,13243,19552,19348,37579,22086,21448,21972,26161,20954,25354
551219,Tejidos de fibras sintéticas discontinuas; con un contenido de fibras discontinuas de poliéster ...,59344,42974,37961,32315,21651,15650,14169,12374,15164,24071,31353,21665,20799,25956,37282,43870,30928,21625,20397,25330
821210,Navajas y maquinillas no eléctricas de afeitar; de metal común,17610,17282,21219,24465,22266,25820,26690,37319,68548,98963,88946,117691,103848,128800,115605,78730,66769,56581,41744,25329
740729,"""Barras y perfiles; de aleaciones de cobre; n.c.o.p. (exc. de aleaciones a base de cobre-cinc ...",4200,4190,5272,7054,10022,11572,16350,9760,13330,15547,17921,21928,19031,17552,17168,20822,21539,20599,18060,25329
841460,Campanas aspirantes con ventilador; incl. con filtro; en las que el mayor lado horizontal sea ...,6656,6979,8561,10822,14582,17388,19430,10339,9622,10083,10652,13173,13541,14314,14542,15683,15803,13905,13645,25306
551229,Tejidos de fibras sintéticas discontinuas; con un contenido de fibras discontinuas acrílicas ...,2399,2595,4719,6879,5950,8215,8119,3993,7870,7270,7865,10517,7590,15118,20620,18624,20461,25588,18684,25288
392091,"""Placas; láminas; hojas y tiras; de poli""""butiral de vinilo"""" no celular y sin esfuerzo; estratificación ...",18813,17642,20447,22215,21035,22426,25519,32598,42567,46444,56501,54481,54717,60609,66765,66662,82375,38277,22037,25258
440791,"""Madera de encina; roble; alcornoque y demás belloteros """"Quercus spp.""""; aserrada o desbastada ...",41428,39679,55939,49352,41392,35514,29330,20683,25426,25359,26287,35104,38080,31287,28921,27234,26048,21805,21329,25241
740321,"""Aleaciones a base de cobre-cinc """"latón""""; en bruto""",5724,6060,9273,9707,20136,27749,35472,24719,35628,43493,44625,40127,35336,24669,17495,17879,23898,18188,17736,25235
442199,Artículos de madera; ncop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25182
691110,Artículos para servicio de mesa o cocina; de porcelana (exc. objetos de adorno; cántaros; bombonas ...,20883,16729,16664,16779,22607,30992,39446,24711,43518,41922,42758,35505,34153,44764,42902,38776,35707,27973,20057,25122
620113,Abrigos; impermeables; chaquetones; capas y artículos simil.; de fibras sintéticas o artificiales; ...,21259,19517,15928,19540,13161,11711,13245,8418,10503,14389,18743,19857,27623,24509,24147,25848,38672,38656,23645,25114
962000,Monopies; bipods; trípodes y artículos similares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25093
090111,Café sin tostar ni descafeinar,6639,11842,8686,401,1496,1782,144,1277,29572,40067,15599,17363,66589,100624,120833,56964,37427,46810,38114,25051
846630,Divisores y demás dispositivos especiales para montar en máquinas herramienta; n.c.o.p.,14498,16362,21535,17478,21630,19632,20070,12382,17268,22890,29580,28178,27825,32035,25709,32896,30280,27641,19680,25030
020725,"""Pavos """"gallipavos"""" de especies domésticas; sin trocear; congelados""",2308,6159,5720,9009,10107,20492,11515,14524,18598,19677,23875,22254,0,17523,13983,17090,18990,20109,21499,24958
480700,Papel y cartón obtenidos por pegado de hojas planas; sin estucar ni recubrir en la superficie ...,5836,5908,5820,8204,8368,9168,9420,9412,14056,17264,18787,21383,20984,20220,19991,21655,21020,20731,22856,24952
790111,Cinc en bruto; sin alear; con un contenido de cinc >= 99;99% en peso,21,468,2243,690,25156,264,17836,1173,3728,16217,13231,10637,10198,12724,44707,26412,72368,20499,10316,24799
850780,Acumuladores eléctricos (exc. ​​Acumuladores usados ​​y acumuladores de plomo-ácido; níquel-cadmio; ...,230425,219546,233349,245587,311003,294287,342069,334672,373492,366693,266126,281734,209895,211314,230691,204415,104604,30476,52117,24795
330690,"""Preparaciones para higiene bucal o dental; incl. los polvos y cremas para la adherencia de ...",10351,22478,18093,18156,24555,28297,27720,33570,28404,28591,36246,33421,34055,36084,35780,43366,40224,42414,27794,24791
391400,Intercambiadores de iones a base de polímeros de las partidas 3901 a 3913; en formas primarias,6169,7969,9085,7311,11633,9544,12390,10791,19351,18083,18792,18395,18478,19502,15794,16711,20354,16945,23546,24784
820551,Herramientas de mano; de uso doméstico; no mecánicas; con parte operante de metal común; n.c.o.p.,5718,5124,4901,5770,9610,9647,12891,9008,13896,13687,16203,18922,18659,20328,18496,19749,22155,21945,20222,24759
610832,"""Camisones y pijamas; de punto; de fibras sintéticas o artificiales; para mujeres o niñas (exc. ...",2263,2416,3911,4181,7282,6702,4204,2123,3227,6053,6850,8132,9143,10390,9401,8921,13009,14843,16398,24738
330190,Oleorresinas de extracción; disoluciones concentradas de aceites esenciales en grasas; aceites ...,8199,10858,7778,5642,6900,7302,9214,9406,10723,14064,11877,15850,12597,14408,17451,17121,15942,16008,13830,24738
820239,Hojas de sierra circulares; incl. las fresas sierra; incl. las partes; de metal común; con ...,9835,11033,12946,14407,14586,12635,12624,9395,12391,15391,16566,16540,19194,21110,20356,23079,24628,20870,20713,24703
851629,Aparatos eléctricos para calefacción de espacios o suelos (exc. radiadores de acumulación),10063,9918,12195,9481,11094,15871,13360,9743,15024,20896,16807,19809,24533,26331,23632,23819,27386,25654,19754,24610
