Código,Descripción del producto,Valor importado en 2002,Valor importado en 2003,Valor importado en 2004,Valor importado en 2005,Valor importado en 2006,Valor importado en 2007,Valor importado en 2008,Valor importado en 2009,Valor importado en 2010,Valor importado en 2011,Valor importado en 2012,Valor importado en 2013,Valor importado en 2014,Valor importado en 2015,Valor importado en 2016,Valor importado en 2017,Valor importado en 2018,Valor importado en 2019,Valor importado en 2020,Valor importado en 2021
TOTAL,Todos los productos,168650541,170545787,196808375,221818980,256085920,281926513,308583120,234384532,301481734,350842806,370751407,381210149,399984248,395232368,387064500,420369150,464276595,455235784,382979896,506565459
999999,Materias no a otra parte especificadas,3119175,1008050,1832366,2279372,3182572,16502191,4662855,4461221,5776780,7312386,10439999,8583131,31144029,11701783,12725082,15068689,17161437,37975177,34160941,74477401
271012,"""Aceites ligeros y preparaciones; de petróleo o de minerales bituminosos que> = 90% en volumen ...",0,0,0,0,0,0,0,0,0,0,18192816,17104344,15270320,13409153,11677855,14935298,19419809,17337809,10444226,15646910
854231,Circuitos electrónicos integrados tales como procesadores y controladores; sin combinación ...,0,0,0,0,0,0,4362014,4096492,5634720,6400037,6465662,7187704,7624736,7804358,8111083,8903301,11324947,12855665,12493452,14766680
271121,Gas natural; en estado gaseoso,822887,1670898,2187844,2255510,1868396,1789800,2737891,1165856,1363689,1966983,1677275,2498864,3132074,2958261,3275297,4857814,5628694,5293629,4447905,11917398
847330,Partes y accesorios para máquinas automáticas para tratamiento de información y demás máquinas ...,4092928,4715022,5412925,4747184,4741290,3976565,2780732,3337087,5381567,5016449,5635752,5500933,5515285,5386257,5782643,5899991,7960239,9089664,9136400,10822897
271019,Aceites medios y preparaciones; de petróleo o de mineral bituminoso; que no contienen biodiesel; ...,680311,894997,842427,1816747,2595113,3628307,6005680,3186869,5215441,8613424,9036334,8225097,8002191,6550809,6329226,9832637,13898003,12191868,6516353,9132173
901380,Dispositivos de cristal líquido; n.c.o.p. y los demás instrumentos e aparatos de óptica de ...,260151,202640,686147,1079957,3336167,5553891,4731740,1838986,2588859,2329790,1861060,2134257,2645743,4427967,3768829,3642734,3028794,3813734,4052985,7616955
851762,Máquinas para la recepción; conversación y transmisión o regeneradores de voz; imagenes; incl. ...,0,0,0,0,0,0,1830751,1892238,2752892,3486385,3524782,3342859,3894756,6165335,6462745,6016186,6467297,6104569,6089312,6550279
854239,Circuitos electrónicos integrados (exc. como procesadores; controladores; memórias y ampli ...,0,0,0,0,0,0,3120203,2512856,3025803,2957432,2758607,3174041,3217985,3353644,3649856,3883838,3914256,4177933,3977463,5463817
840820,"""Motores de émbolo """"pistón"""" de encendido por compresión """"motores diesel o semi-diesel""""; ...",1054118,1503175,1887310,1954833,1658721,1587195,1987962,1294507,2263777,3377455,3905940,3559369,4230686,4682834,3652143,4451645,5579996,5529510,3975303,5253570
847170,Unidades de memoria para máquinas automáticas para tratamiento o procesamiento de datos; digitales,1548037,1381495,1653254,1914841,1967434,1958440,1811310,1877025,2225097,2752687,3458467,3886624,4009314,4559508,5738325,5551469,6583510,5566292,5094866,5156724
870840,Cajas de cambio para tractores; vehículos automóviles para transporte de >= 10 personas; automóviles ...,1231959,1050345,1105835,1258767,1464743,1187584,1757500,1582803,2557323,3182390,3725192,3474221,3845688,4052638,4548199,5006599,5623898,5562537,4444111,5109857
851712,"""Telefonía celular """"teléfonos móviles"""" o radiotelefonía""",0,0,0,0,0,0,4690701,4019910,4651999,4636408,5653834,7157597,6132305,5062570,4837539,4711239,5130524,5187064,3732306,5091869
870829,"""Partes y accesorios de carrocerías para tractores; vehículos de motor para el transporte de ...",2745245,2597754,2610028,2820562,2575993,3165972,2996597,2817326,2962246,3477249,4181803,4373617,5088825,4846055,4540807,4942699,5274740,5024068,4121124,4739170
392690,Artículos de plástico y manufacturas de las demás materias de las partidas 3901 a 3914; ncop ...,2548807,2725919,2816603,2975347,3215657,3025346,2826738,2173877,3928994,3058394,3337664,3460518,3740278,3888990,3890654,4251939,4387504,4513515,3924626,4711429
852990,Partes identificables como destinadas; exclusiva o principalmente; a módulos de visualización ...,1606386,2238000,3695060,5630240,8765945,8168520,9070892,9815615,11283507,9572044,9636459,9275510,9170554,5771256,5017218,4169003,3730567,3497291,3713516,4629929
100590,Maíz (exc. ??las de siembra para siembra),622526,701900,713231,671772,1100474,1515494,2353695,1407411,1554023,2956802,2967266,2012725,2348661,2415270,2647249,2815937,3256092,3153985,3058792,4285832
853890,Partes identificables como destinadas; exclusiva o principalmente; a los aparatos de las partidas ...,1008190,1008026,1283779,1570615,1844018,1978567,1903171,1407056,2187062,2363338,2711463,3006074,3201214,3280913,3419557,3727102,3911406,3895696,3326520,4187911
870899,Partes y accesorios de tractores; vehículos automóviles para transporte de >= 10 personas; ...,2840864,2584666,3111869,3684801,4397698,3925266,2570735,1750964,2387520,2501090,2769359,2800603,2969918,3056559,2940791,3221146,3496512,3742988,3157925,4026176
853690,"""Aparatos eléctricos para corte; seccionamiento; protección; derivación; empalme o conexión ...",2242936,2146774,2554226,2627800,2664675,2763010,2647796,1823177,2376276,2498488,2656227,2953866,3129102,3254869,3141778,3270780,3555729,3705913,3183871,3971981
732690,Manufacturas de hierro o acero; n.c.o.p. (exc. moldeadas; o forjadas o estampadas pero sin ...,1559174,1498185,1753301,1933738,2137388,2200114,2154858,1690785,1938235,2115627,2227410,2292333,2347583,2371718,2348952,2369549,2479910,2518780,2285262,3082641
870323,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",3745228,3849233,4028175,4526928,5162493,5177620,4345594,2637029,3512269,3871230,4132963,4687942,4522506,5389079,6020278,6472373,5376989,4837628,3021345,3021295
853400,Circuitos impresos,1667331,1599920,1762398,1829351,2028275,2092228,1856576,1355409,1751272,1752152,1865040,2144002,2184377,2170519,2162090,2258842,2525953,2521479,2250793,2954256
852351,Mecanismos de grabación; de estado sólido; sin datos volátiles; de una fuente de energia externa ...,0,0,0,0,0,0,206093,278854,427264,422376,253527,292309,402144,490209,643848,1108336,1146740,1482860,2426533,2952135
847130,Máquinas automáticas para tratamiento o procesamiento de datos; digitales; portátiles; de peso ...,330111,356803,533917,674446,996184,1361090,1811954,1708870,2188219,2718549,2655241,2883204,2584387,2449115,2033567,1812143,1904113,1845988,1861632,2802371
850440,Convertidores estáticos,673318,670988,797417,803320,1039911,1285177,1311239,1183225,1503990,1564436,1642610,1741338,1818970,2044878,2118405,2202315,2332649,2506954,2348944,2781184
271112,Propano; licuado,297998,346293,424181,437882,526828,655424,958280,511504,757351,1209922,975883,910535,1509076,1012291,1239548,1656559,2112914,1340543,1577655,2711164
840991,"""Partes identificables como destinadas exclusiva o principalmente a motores de émbolo """"pistón"""" ...",1150625,1063790,972243,1251561,1201362,1417557,1709681,1291601,1896591,2008261,2289561,2389827,2703033,2815705,2804631,2919850,2890964,2826051,2348905,2574110
760612,"""Chapas y tiras; de aleaciones de aluminio; de espesor > 0;2 mm; cuadradas o rectangulares ...",337632,340192,421549,487582,642914,834783,867586,705622,846389,1212604,969483,963138,979291,991141,1137607,1436122,1848319,2042532,1898671,2447289
870850,Ejes con diferencial; incl. provistos con otros órganos de transmisión; para vehículos automóviles,678478,456703,391038,371917,430029,999030,1374024,1096022,1604477,1946810,2177772,2064894,2295217,2353964,2181655,2651300,2765439,2666190,2059023,2352310
870830,"""Frenos y servofrenos; así como sus partes; destinados a la industria de montaje: de motocultores; ...",0,0,0,0,0,0,1012377,772764,1086812,1355386,1642164,1676501,1808875,1852360,1709145,1907186,2132277,2198987,1866639,2335302
840734,"""Motores de émbolo """"pistón"""" alternativo de encendido por chispa de encendido por chispa """"motores ...",1257748,881218,788746,793259,1305988,1119244,1426167,1009799,1581335,1845823,2056245,2150076,1318500,1600003,1909502,2200842,2920425,2543682,2128634,2320230
381512,Catalizadores sobre soporte; con metal precioso o sus compuestos como sustancia activa; n.c.o.p.,86942,83745,108014,100025,110794,264425,458745,193157,306105,361230,479691,704414,792453,777946,848800,879176,1143684,1480007,1438109,2302657
300490,"""Medicamentos constituidos por productos mezclados o sin mezclar; preparados para usos terapéuticos ...",743528,959008,1286915,1402514,1750794,1785794,2000984,1966130,2149430,2344208,2525130,2355165,2211306,2217783,1878441,1914404,2034655,1955671,2065659,2201782
854442,Conductores eléctricos; para una tensión <= 1 000 V; provistos de piezas de conexión; n.c.o.p.,0,0,0,0,0,0,1186960,962362,1295325,1419393,1449944,1441578,1540724,1545788,1598032,1682293,1700331,1756407,1603490,2031843
847989,Máquinas y aparatos mecánicos; n.c.o.p.,816611,750387,1053862,1135887,1086858,1338929,1025079,804537,847836,1013105,1193476,1641053,1748865,1761501,1763665,2056234,1923574,1819943,1383478,2006378
901890,Instrumentos y aparatos de medicina; cirugía o veterinaria; n.c.o.p.,314256,383294,531316,750357,757144,784155,912755,880355,1020266,1148479,1098750,1212769,1377033,1432865,1577167,1529381,1637760,1833344,1824859,1951251
870894,Volantes; columnas y cajas; de dirección; para tractores; vehículos automóviles para transporte ...,349811,315609,327382,368235,466891,631514,819209,646107,971612,1138490,1345683,1486841,1842847,1904904,1819192,2003007,2203929,2012684,1649891,1874013
870322,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",120355,39524,187008,180611,281970,379301,401801,267252,482125,517460,911065,1121125,889359,1539956,1541286,2605710,3154675,2814019,1646905,1833486
853710,Cuadros y armarios de interruptores y combinaciones simil. de aparatos; para control o distribución ...,356539,415587,453146,448874,571703,801192,753354,550755,801539,946299,1137461,1330945,1367543,1516369,1573464,1786606,1952936,1896581,1671155,1828843
851770,Partes de telefonos; telefonos celulares o para radiofonias u otros aparatos de transmisión ...,0,0,0,0,0,0,4649059,3749269,4868887,5209997,3781718,4135719,3100760,3082611,2840400,2404708,2377444,2020509,1754852,1827352
850760,Acumuladores de litio-ion (exc. inservibles),0,0,0,0,0,0,0,0,0,0,35970,171691,304790,366667,360578,370971,415269,504825,815995,1803046
120190,Habas de soja; incluso quebrantadas (exc. ??las de siembra para siembra),0,0,0,0,0,0,0,0,0,0,973312,2067090,1979180,1574190,1620204,1731753,2001486,1940407,0,1763577
854449,Conductores eléctricos; para una tensión <= 80 V; sin piezas de conexión; n.c.o.p.,658530,614929,771143,781413,969385,1309460,1471990,957886,1411202,1626798,1785206,1965894,1860720,1844395,1696984,1729940,1808680,1706187,1384631,1690287
870880,Amortiguadores de suspensión para tractores; vehículos automóviles para transporte de >= 10 ...,120921,113003,108674,114400,172694,465058,808800,658240,877345,1082681,1240642,1292551,1389104,1355525,1219922,1405921,1602947,1625322,1317760,1687658
382499,productos químicos y preparaciones de las industrias químicas o afines; incl. las mezclas de ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656401
731815,Tornillos y pernos; roscados; de fundición; hierro o acero; incl. con sus tuercas y arandelas ...,556318,569218,627707,732547,850336,862906,872957,631218,923514,1036711,1126848,1180620,1308295,1316868,1271348,1404197,1534761,1585264,1275445,1624647
848180,Artículos de grifería y órganos reguladores simil. para tuberías (exc. válvulas reductoras ...,527435,515783,534848,640143,793548,870275,971625,763593,1006914,1169142,1246483,1251686,1376136,1430824,1314835,1640731,1467607,1471455,1289593,1540725
330210,Mezclas de sustancias odoríferas y mezclas; incl. las disoluciones alcohólicas; a base de una ...,161367,257800,282198,354277,416707,454663,503041,451241,513608,584149,652358,702482,141117,1242856,1281029,1456295,1498730,1439524,1469832,1474859
854140,Dispositivos material semiconductor fotosensibles; incl. las células fotovoltaicas aunque estén ...,267281,279298,282577,356909,414350,442530,487901,541249,876316,1107150,1207770,1463281,1674218,1735350,1544445,1467929,1307691,1380604,1186103,1438741
390210,Polipropileno; en formas primarias,322226,390993,511408,661807,790936,879300,992651,550519,828812,1000768,831051,883670,909957,749345,794133,892984,1037848,854344,746462,1399637
390120,Polietileno de densidad >= 0;94; en formas primarias,340844,415648,523739,700346,854876,846449,935662,646370,786494,954346,960753,1060969,1178162,1049634,907545,748484,948875,804621,721131,1398549
401120,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en autobuses o ...",432857,448126,502438,606938,720238,763152,775901,590456,829486,1165253,1349318,1279773,1469042,1399694,1186564,1241752,1296034,1273310,996234,1385156
401110,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en automóviles ...",413942,369291,357172,445801,548350,636528,679543,479998,814683,985055,1197193,1328670,1361239,1333962,1225898,1408766,1478603,1355894,1083020,1343230
020312,Piernas; paletas; y sus trozos; sin deshuesar; de porcinos; frescos o refrigerados,113264,177938,323610,311948,324841,303259,390015,459496,640920,624144,685842,823452,1114824,866505,948558,1068668,1017748,1161577,1040504,1331884
760120,Aleaciones de aluminio; en bruto,295612,323237,523998,564948,730360,910827,880159,478415,905519,1093820,1031493,1046046,1131078,1215768,1202001,1296670,1671769,1096916,889322,1320723
842139,Máquinas y aparatos para filtrar o depurar gases (exc. ​​Separadores de isótopos y filtros ...,316051,316256,299358,281506,346131,439549,603262,396537,650864,724336,726194,911404,1089430,1182373,991482,1153333,1481392,1647687,1218960,1310198
853650,Interruptores; seccionadores y conmutadores; para una tensión <= 1.000 V (exc. relés y disyuntores),600293,602289,688160,761544,872180,891437,839138,664559,865374,970213,1051424,1066712,1152648,1165969,1175623,1206254,1219455,1171103,1035085,1300739
854370,Partes de máquinas y de aparatos eléctricos; con función propia; n.c.o.p. del capítulo 85,0,0,0,0,0,0,851760,724232,1103707,1307710,1422059,1434425,1394088,1330235,1468838,1587807,1721979,1660568,1450329,1294730
847180,Unidades de máquinas automáticas para tratamiento o procesamiento de datos; digitales (exc. ...,767755,842003,809984,752734,642475,450845,259990,298714,411944,383441,359321,339100,384363,332800,293724,338064,432424,650668,1030703,1288724
848190,Partes de artículos de grifería y de órganos de regulación simil.; para tuberías; etc.; n.c.o.p.,419918,388310,489396,520524,617320,641975,615043,499471,774662,838818,878491,893189,1004512,998299,1004855,1073333,1237081,1267472,1040543,1285766
940190,Partes de asientos; n.c.o.p.,603354,584754,595199,537553,634159,764493,726481,523238,749301,855368,1109424,1456391,1448339,1502977,1462778,1510128,1470913,1400592,1108757,1277108
854232,Circuitos electrónicos integrados con memoria,0,0,0,0,0,0,940842,915297,1705782,2885677,2266332,2813049,2906595,3448744,3041789,3375618,3812176,4020749,2051406,1272212
848071,Máquinas de moldear caucho o plástico por inyección (,481684,528228,622035,792826,810428,735528,839539,876509,861559,854509,1158211,1170364,1059917,1169003,1350437,1343912,1457557,1277990,1259177,1237718
870324,"""Automóviles de turismo; incl. los del tipo familiar """"break"""" o """"station wagon"""" y los de ...",2076946,1724494,2129719,2955837,3624781,3676192,3357821,1695113,2305901,2652713,2368769,2409102,2306857,2314044,2101505,1857164,1826217,1494536,880491,1228275
850131,Motores DC de potencia> 37;5 W pero <= 750 W y generadores DC de potencia <= 750 W (exc. los ...,206265,233581,245358,308525,261880,258976,256089,228137,387798,449178,483343,484608,486223,604482,715687,1431508,2068426,2315115,1125102,1204845
392310,Cajas; cajones; jaulas y artículos simil. para transporte o envasado; de plástico,871599,1001044,1009415,1118830,1196618,1252578,1000294,659511,830250,824404,937538,971050,975174,983283,1056612,1001957,1103357,1192494,1041743,1185804
840999,"""Partes identificables como destinadas exclusiva o principalmente a motores de émbolo """"pistón"""" ...",324619,353803,422097,463248,599308,586865,679092,383156,942582,1021533,1046644,964043,1032745,847996,807944,1022287,1060230,1086570,936637,1176385
850300,Partes identificables como destinadas; exclusiva o principalmente; a las máquinas de las p ...,622355,673444,690506,675140,695055,671745,659505,531525,702443,842670,1096562,854499,954267,879498,852373,905698,1065031,1015712,895173,1163446
854430,Juegos de cables para bujías de encendido y demás juegos de cables de los tipos utilizados ...,260029,250585,272558,400070,399763,472168,506590,379113,526779,611109,612715,1093394,1096634,1111615,1143372,863673,821033,832882,829197,1162342
841490,Partes de: bombas de aire o de vacío; compresores de aire u otros gases; ventiladores y campanas ...,278974,301037,415322,485130,558917,535997,525931,413942,649330,725913,842958,881968,966244,990416,1070366,1017984,1016656,1019442,962897,1153184
853224,Condensadores con dieléctrico de cerámica; multicapas (exc. condensadores de potencia),449775,320597,462253,495815,327701,307387,426707,247787,421866,393932,504421,645589,680601,650902,642779,688714,768562,925245,793431,1111964
903180,Instrumentos; máquinas y aparatos; no ópticos; para medida o control; n.c.o.p. de este capítulo,412928,436220,496522,609032,574860,644978,601176,459025,521895,662979,764850,790286,944525,970005,916731,1095045,1136775,1003433,860387,1083810
841430,Compresores de los tipos utilizados en los equipos frigoríficos,284726,288277,320957,489026,568655,626621,658695,551202,701270,858593,1017263,915020,911955,856496,913761,1006504,941706,921106,840515,1075322
870895,Partes y accesorios destinados a la industria de montaje: de motocultores; de automóviles de ...,0,0,0,0,0,0,545545,415640,645401,737013,962292,1056468,1130661,1365233,1455677,1497555,1423626,1412177,1051234,1049578
390110,Polietileno de densidad < 0;94; en formas primarias,283651,350270,465331,567307,625555,672172,690880,462617,578845,607244,596492,657225,702016,637231,645113,540454,635411,476234,495514,1023230
950300,Triciclos; patinetes; coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas ...,0,0,0,0,0,0,658393,496354,688635,810379,825465,838658,799790,823464,810535,840743,908172,991415,729809,940011
390740,Policarbonatos; en formas primarias,184538,217807,211958,304817,320093,352199,392240,319769,364338,425006,521023,545263,578597,612956,615726,696625,787774,739177,659242,926337
870870,Ruedas; sus partes y accesorios; para tractores; vehículos automóviles para transporte de >= ...,319099,285806,329192,348404,356870,371530,367535,322603,411188,549617,722029,772558,839028,957389,736845,939224,886919,859965,656278,926146
284390,Compuestos inorgánicos u orgánicos de metal precioso; aunque no sean de constitución química ...,140093,83402,108970,118846,222452,298772,237804,77051,156415,214101,163933,167180,210933,190756,177893,271651,410441,525687,762241,899681
740811,Alambre de cobre refinado; con la mayor dimensión de la sección transversal > 6 mm,120453,127056,279676,357574,700128,819689,693295,413899,816837,870033,742431,713484,779769,709504,621927,776758,820810,754681,579988,899438
390230,Copolímeros de propileno; en formas primarias,92131,93203,110112,179243,239025,268095,353896,269512,440673,571304,565130,618662,659480,586320,549778,617962,768608,670058,521943,887831
848340,Engranajes y ruedas de fricción (exc. ruedas dentadas y demás órganos elementales de transmisión ...,202790,222898,278685,306036,354345,361522,357200,285538,407129,488399,513937,564075,584329,686850,729111,792435,841997,802921,695941,880476
848310,Árboles de transmisión; incl. los de levas y los cigüeñales; y manivelas,328963,344484,403810,459398,474280,419492,433660,312208,479475,612401,714530,741637,823519,866953,855917,883111,906639,903462,745643,877178
850450,"""Bobinas de reactancia """"autoinducción"""" (exc. bobinas de reactancia para lámparas o tubos ...",313127,311787,367929,365987,396465,422223,464802,306409,381594,394033,389572,507899,472272,525514,569601,616182,720685,718887,714988,876621
401693,Juntas o empaquetaduras; de caucho vulcanizado sin endurecer (exc. de caucho celular),342585,351345,397765,430004,484247,530775,460197,351387,507564,565429,645603,698967,746068,740115,763757,908864,845625,817390,693017,874853
720449,"""Desperdicios y desechos """"chatarra""""; de hierro o acero (exc. escorias; batiduras y otros ...",125982,167712,330875,255340,239486,304274,461719,186680,260795,290838,317443,277649,258372,303349,310886,337982,467475,281191,435028,869685
851290,Partes de luces o avisadores electricos; limpiaparabrisas; dispositivos antivaho y desempañadores ...,272124,251355,265488,285857,277591,343451,266123,211720,262495,276558,321003,390235,463771,468205,499188,585000,691191,735238,685290,867283
841199,Partes de turborreactores o de turbopropulsores; n.c.o.p.,279350,352713,507190,441017,525304,639975,723669,720884,933252,900980,892834,889033,949238,998844,881781,873730,893469,1011582,955073,864625
854470,Cables de fibras ópticas constituidos por fibras enfundadas individualmente; incl. con conductores ...,79145,72058,100686,183938,232978,189900,207917,161935,185451,237423,247474,283231,309887,361626,401944,399155,451965,462117,497300,851289
847150,Unidades de proceso digitales; para máquinas automáticas para tratamiento o procesamiento de ...,698974,611706,625278,634735,641699,723041,714717,615898,660382,789274,875404,743131,808667,1004384,1179414,927706,1042615,1257152,1052005,848748
851220,Aparatos de alumbrado o señalización visual; eléctricos; de los tipos utilizados en vehículos ...,143081,142405,141796,152159,174789,195593,228922,159292,272521,309224,369607,478611,574746,640469,940779,851583,936322,869208,680097,829485
903289,Instrumentos y aparatos para regulación o control (exc. los hidráulicos o neumáticos; manostatos; ...,610678,552670,570541,694937,779664,760331,869810,632014,813119,849152,893693,975486,1086592,1106947,1020045,998572,1001521,1076513,823115,825313
391990,Placas; láminas; hojas; cintas; tiras y demás formas planas; autoadhesivas; de plástico; incl. ...,204001,204519,263250,315097,347643,453055,389210,365040,466184,524387,566194,584170,622995,664948,674320,682131,750068,723083,652048,808830
271111,Gas natural; licuado,40137,189771,253975,441092,610809,959884,1505517,568163,949748,652831,477676,1525347,214164,892919,783596,1307639,1696703,687800,254002,808563
870893,Embragues y sus partes; para tractores; vehículos automóviles para transporte de >= 10 personas; ...,102584,102193,120564,137470,169965,224062,308059,256104,448209,543774,619496,595463,656580,666521,703903,782038,894162,900356,730638,782369
290250,Estireno,230145,266652,425731,517466,538348,606277,643138,388639,669081,675552,834380,763664,808293,551623,580653,777763,890975,630712,516821,776171
401699,Manufacturas de caucho vulcanizado sin endurecer; n.c.o.p.,411218,402849,423515,452887,451518,458661,445632,354187,492271,543444,603783,619872,684554,718716,673226,694299,743084,757839,637084,766324
481910,Cajas de papel o cartón corrugado,682166,665415,727403,725085,781354,763370,755448,648037,742370,736475,746344,765657,778166,752717,688411,700662,709981,717992,669454,765955
852872,Aparatos receptores para televisión en color; sin radio receptor incorporado; aparatos reproductodes ...,0,0,0,0,0,0,493334,293645,460338,390785,850558,840160,1210648,1666407,622272,553932,694984,714588,583575,764986
740311,Cobre refinado en forma de cátodos y de secciones de cátodos,105922,112624,160833,184033,304942,167109,299277,275162,425323,230754,193912,112475,102246,136797,244589,217230,367414,382031,457348,764703
230400,Tortas y demás residuos sólidos de la extracción del aceite de soja (soya); incluso molidos ...,93410,155203,212262,267312,278685,303159,372920,358164,320983,448313,601817,649404,820800,839591,831890,702964,669142,640783,689343,759919
721049,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; laminados en frío o en ...,202873,203385,217427,340748,514607,414809,529589,313179,627279,676923,884755,856198,895784,825421,726133,1005113,850525,703250,506623,750718
392190,Placas; láminas; hojas y tiras; de plástico; reforzadas; estratificadas o combinadas de forma ...,244604,289629,335824,422066,402037,397595,383668,329315,423962,497918,582162,592836,635846,635413,610731,663194,680930,688536,651416,743863
901839,Agujas; catéteres; cánulas e instrumentos simil.; para uso médico (exc. jeringas; agujas tubulares ...,189059,290899,188104,208568,237131,297067,308564,309803,355095,348360,371365,446869,498115,543051,613318,624135,668175,691384,629656,740015
844399,Partes y accesorios de impresoras; fotocopiadoras y máquinas facsímiles; n.c.o.p. (exc. máquinaria ...,0,0,0,0,0,0,1641535,1289495,1551954,1436512,1261621,1242063,1331364,1402055,1081018,958005,966913,1061536,689568,721284
020130,Carne deshuesada; de bovinos; fresca o refrigerada,893963,749968,670534,819981,921801,1005435,1092396,789965,832226,885581,784306,843438,882653,793839,662367,703464,759822,735032,583055,716289
841480,Bombas de aire; compresores de aire u otros gases; campanas aspirantes para extracción o reciclado; ...,250183,261789,259151,424628,390258,334404,430321,479542,470215,869028,919079,791613,1147594,729590,669609,731092,884995,767573,618890,708627
850110,Motores eléctricos de potencia <= 37;5 W,157132,185551,198648,200003,242611,282393,266076,207088,285750,307420,376366,417558,500522,518174,570229,609700,652752,657153,566286,703345
392010,Placas; láminas; hojas y tiras; de polímeros no celulares de etileno y sin esfuerzo; estratificación ...,203983,234847,274516,313276,346950,366233,421879,345873,422274,476206,460779,506044,504928,514679,518339,553166,586773,572464,585242,698198
841391,Partes de bombas para líquidos; n.c.o.p.,103647,114732,125735,137957,201554,313552,350371,268326,375214,487712,525133,509235,519654,539416,588349,659759,694474,672818,543110,693566
841330,Bombas de carburante; aceite o refrigerante; para motores de encendido por chispa o compresión,236289,248755,268360,269616,305838,306953,333005,263711,413012,493240,555038,649354,753846,753731,713850,755826,768950,724816,588423,680572
830230,Guarniciones; herrajes y artículos simil.; de metal común; para vehículos automóviles (exc. ...,388350,277957,227797,252961,316592,364262,319012,195375,292403,323276,377799,429274,495025,497433,532662,620171,707009,702866,538328,659881
761699,Manufacturas de aluminio; n.c.o.p.,455089,494733,476184,476167,519075,585401,530371,396348,506117,518530,610978,651979,699048,629626,602296,598869,612958,610401,552321,659684
871690,Partes de remolques y semirremolques y de otros vehículos no automóviles; n.c.o.p.,70610,101868,106001,125604,146046,140141,118089,64930,104739,172777,203594,209857,278486,324583,352031,429762,537869,582703,383124,657042
847990,Partes de máquinas y de aparatos mecánicos; n.c.o.p.,182411,171107,236606,259414,288671,305338,302127,237739,245862,296154,342705,368860,377753,428766,427448,754652,645928,617955,525944,645721
390720,Poliéteres; en formas primarias (excepto los poliacetales y bienes de 3002 10),122980,130695,145866,179458,213383,246216,239675,186206,235015,290266,325938,339491,380620,397568,372785,393180,425126,391451,339511,643233
020713,Trozos y despojos comestibles; de gallo o de gallina; de especies domésticas; frescos o re ...,42900,54154,61482,101390,127628,149672,169573,220026,263041,331070,460233,563987,542126,439579,399601,386447,380352,473207,450176,642679
820730,Útiles de embutir; estampar o punzonar; intercambiables,179822,140755,254185,276005,366510,259550,308312,287527,351530,402576,600849,595938,546461,598977,728216,688364,929437,672091,563517,636459
854129,Transistores con una capacidad de disipación >= 1 W (distintos de los fototransistores),266703,242571,273838,264438,290398,286891,277116,210674,226002,244078,232853,324039,432036,418684,416564,471179,536754,563111,497789,635253
870431,Vehículos automóviles para el transporte de mercancías; con solo motor de émbolo (pistón) de ...,1775863,1528519,1691568,2091505,2207371,2430716,2400612,1349959,1391231,1210822,1081482,1263155,998721,1414557,1426035,1473482,1351443,1212459,703149,634391
391732,Tubos flexibles; de plástico; sin reforzar ni combinar con otras materias; sin accesorios,249438,274257,299513,321138,330798,366755,360396,333663,385229,425958,481157,520119,521001,522806,526740,559645,576381,556103,516511,629217
391910,Láminas; cintas; tiras y demás formas planas; autoadhesivas; de plástico; en rollos de anchura ...,283933,338445,315627,389520,352988,375962,362565,300822,371067,406274,431945,462158,480630,524136,519299,514991,522535,538085,481769,620966
120510,"""Semillas de nabo """"nabina"""" o de colza con bajo contenido de ácido erúcico """"de las que se ...",63107,49357,223059,250272,345005,479686,888349,493452,667105,973438,934128,879517,0,669881,617318,702132,649281,0,559936,616308
841510,"""Máquinas y aparatos para acondicionamiento de aire; de pared o para ventanas; formando un ...",80578,68451,76900,77178,136886,168487,124009,208846,285988,318338,313018,291498,327501,353027,375019,409607,470491,464070,405251,606480
480411,"""Papel y cartón para caras """"cubiertas"""" [""""kraftliner""""]; sin estucar ni recubrir; en bobinas ...",159090,157988,203252,215379,278655,292810,317423,229377,316801,351972,385791,412764,457131,428457,465695,481349,518469,497086,435904,604861
841191,Partes de turborreactores o de turbopropulsores; n.c.o.p.,122124,111311,43445,54538,68334,100862,114976,109352,144215,284269,356862,461628,577053,748411,1192434,1400075,1468440,1507118,748002,594767
392390,"""Artículos para transporte o envasado; de plástico (exc. cajas; jaulas y artículos simil.; ...",273308,338450,328714,345150,340993,360573,304217,231370,289292,323200,349612,385559,413119,490127,551180,565759,597092,626737,569325,592678
100199,Trigo y morcajo (exc. ??las de siembra para la siembra; y el trigo duro),0,0,0,0,0,0,0,0,0,0,741531,1353534,1323928,1026317,978052,1076810,1165388,1128214,1060322,585350
310210,Urea; incl. en disolución acuosa (exc. en tabletas o formas simil. o en envases de un peso ...,140502,214386,278896,357745,305502,441048,558820,336865,384757,514385,638664,498086,475777,471711,404379,477656,489772,425679,460648,584606
